,test_location,test_f1,test_f1_macro,test_accuracy,test_precision,test_recall,test_auroc,best_n_estimators,best_max_depth,best_min_samples_leaf,train_f1,train_f1_macro,train_accuracy,f1_gap,f1_macro_gap,accuracy_gap,AWEIp95
0,Hartbeespoort,0.9809428284854563,0.981265987886139,0.9812715623459832,0.9858870967741935,0.9760479041916168,0.9812079832545231,200,10,10,0.9746486830026128,0.9745221162677282,0.9745227450145483,-0.006294145482843572,-0.006743871618410724,-0.006748817331434953,True
1,Inle,0.960960960960961,0.960999960999961,0.961,0.9619238476953907,0.96,0.961,200,10,10,0.9751833051325437,0.9750703093676378,0.975070821529745,0.014222344171582746,0.014070348367676844,0.014070821529745037,True
2,Mula,0.8958762886597939,0.9021123730050331,0.9025096525096525,0.927427961579509,0.8664007976071785,0.901394973172158,500,20,1,0.9997870376943281,0.9997864448233222,0.9997864464692483,0.10391074903453423,0.09767407181828913,0.09727679395959576,True
3,RawaPening,0.9612027158098934,0.960004035556852,0.9600399600399601,0.9349056603773584,0.9890219560878244,0.9600109780439122,500,10,1,0.9866216025911844,0.9865415266768092,0.9865420031165888,0.025418886781291006,0.02653749111995718,0.026502043076628734,True
4,Rodman,0.9550140581068416,0.9522969450198073,0.9524517087667161,0.9163669064748201,0.99706457925636,0.9518923698689022,500,20,1,0.9996441534410362,0.9996454107605153,0.9996454152187788,0.0446300953341946,0.047348465740707946,0.04719370645206267,True
5,Valsequillo,0.9360613810741688,0.937378410007413,0.9374061091637457,0.9723698193411264,0.9023668639053254,0.9379586099791123,200,10,10,0.9770538243626062,0.9770586975416315,0.9770586985767896,0.04099244328843743,0.039680287534218595,0.03965258941304395,True
6,Vembanad,0.9372174786539428,0.9375605525410797,0.9375624375624375,0.9433771486349848,0.9311377245508982,0.937568862275449,500,10,5,0.9797330696984676,0.979671152966463,0.9796713415497946,0.04251559104452485,0.04211060042538328,0.042108903987357116,True
7,Winam,0.8992840095465394,0.8942032239009629,0.894447223611806,0.8602739726027397,0.942,0.8944234234234234,100,20,10,0.9781269908685496,0.9781176930963364,0.9781176970469514,0.07884298132201017,0.0839144691953736,0.08367047343514544,True
