,test_region,val_region,run_ID,patch_size,loop,epoch,train_loss,val_loss,val_accuracy,val_f1,val_precision,val_recall,val_auroc,train_accuracy,train_f1,train_precision,train_recall,train_auroc
22,Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-22,15,inner,23,0.09429418056084014,0.4070808568004296,0.8285993933677673,0.7995418310165405,0.9640883803367615,0.6829745769500732,0.9622788429260254,0.9702847599983215,0.9701887965202332,0.9684245586395264,0.9719595313072205,0.9936991930007935
23,Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-22,15,inner,24,0.09441130769170368,0.37759176394322946,0.8281096816062927,0.8048915863037109,0.9317889213562012,0.7084148526191711,0.9552434682846069,0.9699546098709106,0.9698824882507324,0.9673213362693787,0.9724572896957397,0.9936036467552185
24,Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-22,15,inner,25,0.09112394883724416,0.2552380562996187,0.8937316536903381,0.8884318470954895,0.9360780119895935,0.8454011678695679,0.9685622453689575,0.9722657799720764,0.9721808433532715,0.9702528715133667,0.9741165041923523,0.9935513734817505
25,Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-22,15,inner,26,0.09125937061461963,0.2557186506082916,0.901077389717102,0.8988988995552063,0.9200819730758667,0.878669261932373,0.9644766449928284,0.971275269985199,0.9711442589759827,0.9706613421440125,0.9716276526451111,0.993768036365509
26,Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-22,15,inner,27,0.08738925542776195,0.2781017772656346,0.8868756294250488,0.8824427723884583,0.9194061756134033,0.8483365774154663,0.9548511505126953,0.9735039472579956,0.9734337329864502,0.9711030125617981,0.9757756590843201,0.9943416714668274
27,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,1,0.3576803285546869,0.583617992727913,0.7287644743919373,0.6278145909309387,0.9349112510681152,0.47258225083351135,0.8295431733131409,0.8375672101974487,0.8357184529304504,0.845841109752655,0.8258352875709534,0.9207911491394043
28,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,2,0.30322635500303813,0.43913113265424164,0.8334941864013672,0.8117839694023132,0.8963855504989624,0.7417746782302856,0.8970832824707031,0.8791890740394592,0.8770215511322021,0.8935804963111877,0.861065149307251,0.943448543548584
29,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,3,0.20824868843656066,0.3446617972494092,0.84555983543396,0.8179749846458435,0.9523178935050964,0.7168494462966919,0.9596197605133057,0.9251965284347534,0.9250290393829346,0.9276447296142578,0.9224280714988708,0.9729732275009155
30,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,4,0.17861165549570635,0.42932229595524923,0.8209459185600281,0.7808623909950256,0.9579710364341736,0.6590229272842407,0.9238766431808472,0.9392635226249695,0.939117431640625,0.9419301152229309,0.9363215565681458,0.9797395467758179
31,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,5,0.16376494492412255,0.36567342822155896,0.8687258958816528,0.8599382042884827,0.8892439007759094,0.8325024843215942,0.9218145608901978,0.9488622546195984,0.9488580226898193,0.9494866132736206,0.9482302069664001,0.981471061706543
32,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,6,0.1378453542374731,0.2458195091444553,0.9140926599502563,0.908717930316925,0.9355860352516174,0.8833499550819397,0.9608564376831055,0.9550682902336121,0.9549489617347717,0.958048939704895,0.951869010925293,0.9874318838119507
33,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,7,0.12802248871740746,1.2374363077901533,0.5637065768241882,0.18558558821678162,0.9626168012619019,0.10269192606210709,0.9116998910903931,0.9596193432807922,0.959649384021759,0.9594907164573669,0.9598081111907959,0.9884296655654907
34,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,8,0.12561463727517516,0.28118211836428253,0.8894787430763245,0.8773433566093445,0.9479166865348816,0.8165503740310669,0.9571565389633179,0.961853563785553,0.961903989315033,0.9611890912055969,0.9626199007034302,0.9884372353553772
35,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,9,0.12786913980099107,0.3399965913254322,0.8812741041183472,0.8707982897758484,0.9200887680053711,0.8265204429626465,0.9406187534332275,0.959122896194458,0.9591262340545654,0.9596026539802551,0.9586503505706787,0.9884939193725586
36,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,10,0.13444675655775837,0.488663361281962,0.7799227833747864,0.7167701721191406,0.9505766034126282,0.5752741694450378,0.9376174807548523,0.9571369290351868,0.9570552110671997,0.9594414830207825,0.9546808004379272,0.987693727016449
37,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,11,0.1163295662792744,0.3068384852936369,0.8880308866500854,0.8763326406478882,0.9415807723999023,0.8195413947105408,0.9524857997894287,0.9635912179946899,0.9636303782463074,0.9631526470184326,0.9641085267066956,0.9900676012039185
38,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,12,0.1093795920132259,0.433181949463245,0.8281853199005127,0.7932636737823486,0.9499304294586182,0.6809571385383606,0.9310245513916016,0.9659909009933472,0.9660527110099792,0.964857280254364,0.9672510623931885,0.9913442134857178
39,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,13,0.10743195900726674,0.2648396979312639,0.90444016456604,0.902270495891571,0.8934506177902222,0.9112662076950073,0.9556652903556824,0.9665701389312744,0.9666115641593933,0.965972900390625,0.9672510623931885,0.9917795658111572
40,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,14,0.10883016924831954,0.37628043796795213,0.8571428656578064,0.8355555534362793,0.943538248538971,0.7497507333755493,0.9516809582710266,0.9656599164009094,0.9657109975814819,0.9648340940475464,0.9665895104408264,0.9912553429603577
41,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,15,0.11256092155847759,0.3587176874279976,0.8614864945411682,0.841873288154602,0.9408866763114929,0.7617148756980896,0.9453276991844177,0.9649151563644409,0.9649296998977661,0.9650893211364746,0.9647700786590576,0.9905734062194824
42,Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-22,15,inner,16,0.09690863641859777,0.29913509560885576,0.8832046389579773,0.8687635660171509,0.9524375796318054,0.7986041903495789,0.9640824794769287,0.9689698219299316,0.9690057039260864,0.9684454202651978,0.9695666432380676,0.993491530418396
43,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,1,0.3548433229632408,0.31310886549949646,0.8634999990463257,0.868686854839325,0.8368859887123108,0.902999997138977,0.9609509706497192,0.8518549203872681,0.8483113050460815,0.8646978139877319,0.8325343132019043,0.9233783483505249
44,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,2,0.25883801320062577,0.48218702052533624,0.7415000200271606,0.7945967316627502,0.6591957807540894,1.0,0.9898369312286377,0.9065558910369873,0.9057886600494385,0.9088034629821777,0.902793824672699,0.9591598510742188
45,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,3,0.20514851353190452,0.18492827641963958,0.9350000023841858,0.9316508769989014,0.9822616577148438,0.8859999775886536,0.9931780099868774,0.9276959896087646,0.9274932146072388,0.9255844354629517,0.9294098019599915,0.9734039902687073
46,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,4,0.19901024592670943,0.2534818747639656,0.8880000114440918,0.8869828581809998,0.8951120376586914,0.8790000081062317,0.9626865386962891,0.9302459359169006,0.9299636483192444,0.9291962385177612,0.9307323694229126,0.9751673936843872
47,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,5,0.1960763513963454,0.30534422761201857,0.859499990940094,0.8372901082038879,0.9944979548454285,0.7229999899864197,0.9934579730033875,0.9327136874198914,0.9325972199440002,0.9296861886978149,0.9355265498161316,0.9757530093193054
48,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,6,0.1601938219474238,0.17376607295125723,0.9639999866485596,0.9651162624359131,0.9360902309417725,0.9959999918937683,0.9955139756202698,0.9435716271400452,0.943418025970459,0.9413991570472717,0.9454455375671387,0.9835212230682373
49,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,7,0.15609764538848145,0.3484054989516735,0.8575000166893005,0.8351648449897766,0.9903978109359741,0.722000002861023,0.9890400171279907,0.9463683366775513,0.946275532245636,0.9433218240737915,0.9492478370666504,0.9841054677963257
50,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,8,0.1587946872094592,0.15644149178266525,0.9399999976158142,0.938524603843689,0.9621848464012146,0.9160000085830688,0.9907019734382629,0.9471086859703064,0.9469603300094604,0.9450114965438843,0.9489171504974365,0.9835586547851562
51,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,9,0.15067317878139974,0.17961914598196746,0.949999988079071,0.9519692659378052,0.915896475315094,0.9909999966621399,0.9917330741882324,0.9502344131469727,0.9500783681869507,0.9484349489212036,0.951727569103241,0.9848064184188843
52,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,10,0.14762220516074023,0.11824300414323807,0.9679999947547913,0.9680638909339905,0.9661354422569275,0.9700000286102295,0.9934459924697876,0.9515505433082581,0.9514787197113037,0.9482758641242981,0.9547032713890076,0.9855805039405823
53,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,11,0.14192725185933372,0.17143072414398194,0.9210000038146973,0.9155982732772827,0.982798159122467,0.8569999933242798,0.9929929971694946,0.9506457448005676,0.9505113959312439,0.9484773874282837,0.9525541663169861,0.9864131212234497
54,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,12,0.12895779848893027,0.1102488131225109,0.9620000123977661,0.9617705941200256,0.9676113128662109,0.9559999704360962,0.9932560324668884,0.9587069153785706,0.9586217999458313,0.9559428095817566,0.961315929889679,0.9884060621261597
55,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,13,0.12896000176847122,0.10261067914962768,0.968500018119812,0.9681335091590881,0.9795291423797607,0.9570000171661377,0.9957159757614136,0.9573085308074951,0.9572170376777649,0.9546201825141907,0.9598280787467957,0.9886119365692139
56,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,14,0.1286255066698492,0.1059651633799076,0.9629999995231628,0.9623218178749084,0.9802904725074768,0.9449999928474426,0.9955960512161255,0.9586246609687805,0.9585359692573547,0.955935537815094,0.961150586605072,0.9886974096298218
57,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,15,0.13457823154775683,0.11230308666825295,0.9545000195503235,0.9532133936882019,0.9809523820877075,0.9269999861717224,0.9948650598526001,0.956979513168335,0.9569724202156067,0.9525057077407837,0.9614812135696411,0.9874385595321655
58,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,16,0.11700712708454339,0.08289177924022079,0.9785000085830688,0.9788489937782288,0.9632139205932617,0.9950000047683716,0.9965260028839111,0.9625729918479919,0.9624680280685425,0.9604873061180115,0.9644569158554077,0.9899357557296753
59,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,17,0.11893492827201602,0.08274412015080453,0.9804999828338623,0.980548620223999,0.9781094789505005,0.9829999804496765,0.996641993522644,0.960187554359436,0.9601514935493469,0.9563719630241394,0.9639610052108765,0.9904519319534302
60,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,18,0.12019500312880092,0.10728184735774994,0.968500018119812,0.9693132042884827,0.9449192881584167,0.9950000047683716,0.9958540201187134,0.9621617197990417,0.9621211886405945,0.9584905505180359,0.9657794833183289,0.9898180961608887
61,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,19,0.11190346977698369,0.08803929444402456,0.9745000004768372,0.9749138951301575,0.9593417048454285,0.9909999966621399,0.9961740374565125,0.9635601043701172,0.9634337425231934,0.9620837569236755,0.9647875428199768,0.9913174510002136
62,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,20,0.11457402573449052,0.13677495957911015,0.9660000205039978,0.966958224773407,0.9404537081718445,0.9950000047683716,0.9948669672012329,0.9638891220092773,0.9638474583625793,0.9602888226509094,0.9674326181411743,0.9905809760093689
63,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,21,0.11086075236023261,0.08162015351653099,0.9760000109672546,0.9763079881668091,0.9639376401901245,0.9890000224113464,0.996182918548584,0.9639713764190674,0.9639090299606323,0.9609003067016602,0.9669367074966431,0.9916402101516724
64,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,22,0.10371304999589871,0.07526973535120488,0.9785000085830688,0.978681206703186,0.9705014824867249,0.9869999885559082,0.9966399669647217,0.9663568139076233,0.9663734436035156,0.9612364768981934,0.9715655446052551,0.9925199151039124
65,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,23,0.10753331233073077,0.06829397904872894,0.9775000214576721,0.9775336980819702,0.9760717749595642,0.9789999723434448,0.9970059394836426,0.9651229977607727,0.9651200771331787,0.9605370759963989,0.9697470664978027,0.9918356537818909
66,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,24,0.10754644719258219,0.1175323224812746,0.9660000205039978,0.967086136341095,0.9371482133865356,0.9990000128746033,0.9963669776916504,0.9638068675994873,0.9637800455093384,0.9598295092582703,0.9677632451057434,0.992059051990509
67,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,25,0.10531536114959132,0.07026648646593094,0.9769999980926514,0.9770687818527222,0.974155068397522,0.9800000190734863,0.9967330098152161,0.9676729440689087,0.9676196575164795,0.9645203948020935,0.97073894739151,0.9921165108680725
68,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,26,0.09818542112476135,0.06976664781570435,0.9815000295639038,0.981637716293335,0.9743842482566833,0.9890000224113464,0.9969949722290039,0.9690713286399841,0.9690279960632324,0.965687096118927,0.9723921418190002,0.9930896759033203
69,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,27,0.09655470364368784,0.07510680872201919,0.9804999828338623,0.9807976484298706,0.9660523533821106,0.9959999918937683,0.9975419640541077,0.9696471095085144,0.9696071147918701,0.9661851525306702,0.9730533957481384,0.9930741786956787
70,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,28,0.09622547889193138,0.06697589054703712,0.9819999933242798,0.9822134375572205,0.970703125,0.9940000176429749,0.9974780082702637,0.9693180918693542,0.9693180918693542,0.9646365642547607,0.9740452766418457,0.9935283064842224
71,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,29,0.09330712261573651,0.06947377480566502,0.9794999957084656,0.9796929359436035,0.9705593585968018,0.9890000224113464,0.9968360066413879,0.9717035293579102,0.971691906452179,0.9673931002616882,0.976029098033905,0.9937405586242676
72,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,30,0.09885496980298984,0.07238695742189884,0.9825000166893005,0.9827160239219666,0.9707317352294922,0.9950000047683716,0.9974029660224915,0.9679197072982788,0.9678695201873779,0.9646904468536377,0.9710695743560791,0.9928866624832153
73,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,31,0.09539653937425564,0.06290476156771183,0.9815000295639038,0.981637716293335,0.9743842482566833,0.9890000224113464,0.9974960088729858,0.9694003462791443,0.9693927764892578,0.9649467468261719,0.9738799929618835,0.9936373233795166
74,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,32,0.09557325177172292,0.06454993562400341,0.9815000295639038,0.9816194772720337,0.9753208160400391,0.9879999756813049,0.9972219467163086,0.9696471095085144,0.9695770740509033,0.9671052694320679,0.9720615148544312,0.9934870004653931
75,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,33,0.09453750450917595,0.06627124714851379,0.9850000143051147,0.9851190447807312,0.9773622155189514,0.9929999709129333,0.9971259832382202,0.9704697132110596,0.9704745411872864,0.9656301140785217,0.9753678441047668,0.9931249022483826
76,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,34,0.09255184124344086,0.06218741199374199,0.9835000038146973,0.9835411310195923,0.9810945391654968,0.9860000014305115,0.9973869919776917,0.9698938727378845,0.9699062705039978,0.9648290276527405,0.9750372171401978,0.9938902854919434
77,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,35,0.09340300171417636,0.06685171442478895,0.9819999933242798,0.9821958541870117,0.9716242551803589,0.9929999709129333,0.9973999857902527,0.9699761271476746,0.9699068069458008,0.9674342274665833,0.9723921418190002,0.9938921928405762
78,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,36,0.09028089471989344,0.061264292195439336,0.9860000014305115,0.9860835075378418,0.9802371263504028,0.9919999837875366,0.9975370168685913,0.9718680381774902,0.9718425869941711,0.968017041683197,0.9756984710693359,0.9940699934959412
79,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,37,0.08948508405470677,0.06162813003361225,0.9850000143051147,0.9850597381591797,0.9811508059501648,0.9890000224113464,0.9974279999732971,0.9715390205383301,0.9714803695678711,0.9687654376029968,0.9742106199264526,0.9944305419921875
80,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,38,0.08936873878684592,0.06455267412960529,0.9810000061988831,0.9811320900917053,0.9743589758872986,0.9879999756813049,0.9972389936447144,0.9721971154212952,0.9721627235412598,0.9686525464057922,0.9756984710693359,0.994200587272644
81,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,39,0.09319566029549979,0.06315002029389143,0.984499990940094,0.9846458435058594,0.9754661321640015,0.9940000176429749,0.99720299243927,0.9703874588012695,0.970370352268219,0.9662350416183472,0.9745412468910217,0.9937561750411987
82,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,40,0.08884297642987683,0.06372796653211117,0.9835000038146973,0.9835739135742188,0.9791873097419739,0.9879999756813049,0.9971610307693481,0.9726083874702454,0.9725767970085144,0.968985915184021,0.976194441318512,0.9943731427192688
83,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,41,0.0922238292558502,0.06338240425288677,0.984000027179718,0.9840795993804932,0.9792079329490662,0.9890000224113464,0.9972320199012756,0.9732664227485657,0.9732179641723633,0.9702596068382263,0.976194441318512,0.9937262535095215
84,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,42,0.0880294476435884,0.06260759113729,0.9819999933242798,0.9821251034736633,0.9753451943397522,0.9890000224113464,0.9973369836807251,0.9718680381774902,0.9717915058135986,0.96971195936203,0.9738799929618835,0.9947016835212708
85,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,43,0.09028156812012347,0.06243426971137524,0.984000027179718,0.9841740727424622,0.9735811948776245,0.9950000047683716,0.9973539710044861,0.9726906418800354,0.9726207852363586,0.9703801274299622,0.9748718738555908,0.9937610626220703
86,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,44,0.08941067723629212,0.0631958942785859,0.9819999933242798,0.9821782112121582,0.9725490212440491,0.9919999837875366,0.9973779916763306,0.9721148014068604,0.9721056818962097,0.9677260518074036,0.976525068283081,0.9942408800125122
87,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,45,0.08791768401992957,0.06012113676965237,0.9829999804496765,0.983134925365448,0.9753937125205994,0.9909999966621399,0.997473955154419,0.9717035293579102,0.9716732501983643,0.9680065512657166,0.9753678441047668,0.9946059584617615
88,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,46,0.08543773844134575,0.0625100863724947,0.9835000038146973,0.9836552739143372,0.9744848012924194,0.9929999709129333,0.9974675178527832,0.9734309315681458,0.9733959436416626,0.969960629940033,0.9768556952476501,0.9951083064079285
89,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,47,0.09055541148394691,0.06215020428597927,0.9815000295639038,0.981674075126648,0.9725220799446106,0.9909999966621399,0.9974409937858582,0.9721148014068604,0.9720596671104431,0.9692636132240295,0.9748718738555908,0.9941403865814209
90,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,48,0.08515292827548328,0.06108791574835777,0.984000027179718,0.9841269850730896,0.9763779640197754,0.9919999837875366,0.9974719285964966,0.9742535352706909,0.9742535352706909,0.9695481061935425,0.9790048003196716,0.9949784278869629
91,Hartbeespoort,Inle,T-Har_V-Inl_15px_2026-07-22,15,inner,49,0.09122714222806197,0.05977951668202877,0.9850000143051147,0.9850746393203735,0.9801980257034302,0.9900000095367432,0.9975410103797913,0.9717857837677002,0.9717579483985901,0.9680117964744568,0.975533127784729,0.9939945340156555
