,run_ID,patch_size,test_region,val_region,train_loss,val_loss,epoch_stopped,val_accuracy,val_f1,val_precision,val_recall,val_auroc,train_accuracy,train_f1,train_precision,train_recall,train_auroc,dropout,lr,weight_decay,batch_size
35,T-Val_V-Har_15px_2026-07-22,15,Valsequillo,Hartbeespoort,0.13530432088123037,0.08767410672973754,5,0.9827755689620972,0.9826818704605103,0.9744848012924194,0.9910179376602173,0.9900587201118469,0.953948974609375,0.9537926316261292,0.9523730874061584,0.9552164673805237,0.9875329732894897,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
36,T-Val_V-Rod_15px_2026-07-22,15,Valsequillo,Rodman,0.06864353371647935,0.08675635257967539,12,0.9662095904350281,0.9667149186134338,0.9533777236938477,0.980430543422699,0.9963815808296204,0.9767903089523315,0.9766824245452881,0.9740152359008789,0.979364275932312,0.9963096380233765,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
37,T-Val_V-Mul_15px_2026-07-22,15,Valsequillo,Mula,0.060856872242151666,0.2279054410899468,12,0.921332061290741,0.916538655757904,0.942105233669281,0.8923230171203613,0.9711049795150757,0.979547917842865,0.979530930519104,0.9786388278007507,0.980424702167511,0.9969419240951538,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
38,T-Val_V-Inl_15px_2026-07-22,15,Valsequillo,Inle,0.09356111112584331,0.07299899852275848,8,0.9789999723434448,0.9791044592857361,0.9742574095726013,0.984000027179718,0.9956850409507751,0.9677339792251587,0.9675443172454834,0.9662642478942871,0.9688277244567871,0.9939448237419128,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
39,T-Val_V-Vem_15px_2026-07-22,15,Valsequillo,Vembanad,0.05552119168685922,0.05946024963850868,24,0.9775224924087524,0.9777777791023254,0.9677419066429138,0.9880239367485046,0.9978822469711304,0.9816415309906006,0.9815259575843811,0.9804700613021851,0.9825841784477234,0.997613787651062,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
40,T-Val_V-Raw_15px_2026-07-22,15,Valsequillo,RawaPening,0.058239319981477966,0.1099729151311484,17,0.9615384340286255,0.962493896484375,0.940057098865509,0.9860279560089111,0.9941656589508057,0.9808183312416077,0.9807167053222656,0.9786917567253113,0.9827500581741333,0.9973816871643066,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
41,T-Val_V-Win_15px_2026-07-22,15,Valsequillo,Winam,0.14737975628778277,0.20766537710793667,3,0.9449725151062012,0.9470644593238831,0.9128015041351318,0.984000027179718,0.9588898420333862,0.9493004083633423,0.9489474296569824,0.9486329555511475,0.9492621421813965,0.985526978969574,0.24694648069835734,0.003816555624863523,0.0011909616630592517,64
42,T-Raw_V-Har_15px_2026-07-22,15,RawaPening,Hartbeespoort,0.08863026506981209,0.07594559204583166,7,0.9788385629653931,0.9786600470542908,0.973346471786499,0.9840319156646729,0.9944329857826233,0.970053493976593,0.9699769020080566,0.9675827026367188,0.9723830223083496,0.994484543800354,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
43,T-Raw_V-Rod_15px_2026-07-22,15,RawaPening,Rodman,0.03484560803450052,0.13255475734403388,34,0.9564152956008911,0.95706707239151,0.9438629746437073,0.9706457853317261,0.9896281957626343,0.9888019561767578,0.988734245300293,0.9872621893882751,0.9902107119560242,0.999121904373169,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
44,T-Raw_V-Mul_15px_2026-07-22,15,RawaPening,Mula,0.05452918307225362,0.20270164900649928,11,0.9266409277915955,0.9233871102333069,0.9337410926818848,0.9132602214813232,0.9738166332244873,0.9830788373947144,0.9830732345581055,0.981533408164978,0.9846179485321045,0.9973795413970947,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
45,T-Raw_V-Inl_15px_2026-07-22,15,RawaPening,Inle,0.06582262768364523,0.053006136413663626,13,0.9835000038146973,0.9837037324905396,0.9717073440551758,0.9959999918937683,0.9980660080909729,0.9785837531089783,0.9784315228462219,0.9781890511512756,0.9786741733551025,0.9968858957290649,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
46,T-Raw_V-Vem_15px_2026-07-22,15,RawaPening,Vembanad,0.06576165233447898,0.07522453203123737,12,0.9745254516601562,0.9746142625808716,0.9721946120262146,0.9770458936691284,0.9951247572898865,0.9793188571929932,0.9791907668113708,0.9778987169265747,0.9804862141609192,0.9966331720352173,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
47,T-Raw_V-Val_15px_2026-07-22,15,RawaPening,Valsequillo,0.14704424919238687,0.19850078061515208,2,0.9254902005195618,0.9238476753234863,0.9446721076965332,0.9039215445518494,0.979282021522522,0.9484646320343018,0.9480928778648376,0.9479356408119202,0.9482501149177551,0.986085832118988,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
48,T-Raw_V-Win_15px_2026-07-22,15,RawaPening,Winam,0.04132021560868866,0.11483837270168096,26,0.965982973575592,0.9660678505897522,0.9641434550285339,0.9679999947547913,0.9886746406555176,0.9867082238197327,0.9866138100624084,0.9862877726554871,0.9869399666786194,0.9989641308784485,0.19268848959379614,0.0010774056979782648,0.002908361191912249,64
49,T-Win_V-Har_15px_2026-07-22,15,Winam,Hartbeespoort,0.14021850819894802,0.10809085572754422,3,0.9729330539703369,0.9727047085762024,0.9674234986305237,0.9780439138412476,0.9881431460380554,0.9504852890968323,0.9501985311508179,0.9509852528572083,0.9494131207466125,0.9875103831291199,0.4802857225639665,0.0005611516415334506,0.0008471801418819979,64
