,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,binary,lat,lc,location,lon,obs_date
1262,1069,482,204,321,224,619,1703,2063,2126,2257,1,29.52120043,1,Rodman,-81.87905761,2019-02-08
1263,1659,937,303,496,502,968,1936,2185,2380,2674,1,29.51823599,1,Rodman,-81.88094407,2019-02-08
1264,1062,441,227,354,229,578,1702,1916,1988,2229,1,29.51545122,1,Rodman,-81.90717488,2019-02-08
1265,1319,637,242,437,299,672,1714,1952,2104,2135,1,29.50736638,1,Rodman,-81.87519486,2019-02-08
1266,1379,683,218,339,231,666,1498,1895,1932,2100,1,29.50565958,1,Rodman,-81.84573011,2019-02-08
1267,1519,713,268,432,368,714,1701,2025,2164,2280,1,29.50152733,1,Rodman,-81.90735454,2019-02-08
1268,1313,639,212,360,392,582,1246,1584,1710,1801,1,29.50107817,1,Rodman,-81.90995966,2019-02-08
1269,1428,651,192,400,261,700,1707,2020,2026,2299,1,29.48203389,1,Rodman,-81.90456977,2019-02-08
1270,29,22,126,96,59,63,48,55,51,44,0,29.52335639,2,Rodman,-81.86046249,2019-09-06
1271,66,44,118,88,55,68,96,116,94,128,0,29.51428341,2,Rodman,-81.88184239,2019-09-06
1272,81,56,108,74,65,60,56,103,77,95,0,29.50682739,2,Rodman,-81.884717,2019-09-06
1273,89,51,146,118,86,120,153,100,110,166,0,29.52632083,2,Rodman,-81.81842133,2019-09-06
1274,38,29,121,101,60,79,77,76,62,65,0,29.52506319,2,Rodman,-81.85255731,2019-09-06
1275,38,35,114,88,67,87,74,73,61,57,0,29.51832583,2,Rodman,-81.81060599,2019-09-06
1276,26,29,134,99,78,84,100,98,81,83,0,29.51733768,2,Rodman,-81.83432151,2019-09-06
1277,61,48,150,102,101,114,104,97,90,86,0,29.5111393,2,Rodman,-81.82569768,2019-09-06
1278,66,59,160,131,113,119,107,100,95,104,0,29.51033082,2,Rodman,-81.82066712,2019-09-06
1279,95,54,106,83,70,100,111,108,129,178,0,29.51293593,3,Rodman,-81.90340196,2019-09-06
1280,620,267,216,399,218,719,1806,1931,2002,2070,0,29.50916301,3,Rodman,-81.90834269,2019-09-06
1281,1514,593,471,1174,462,1672,4507,5204,5272,4727,0,29.50422228,3,Rodman,-81.91525972,2019-09-06
1282,1001,406,425,912,426,1645,3891,3709,3180,3665,0,29.4866153,3,Rodman,-81.91840382,2019-09-06
1283,1447,573,534,1280,539,1954,4953,5599,5468,5653,0,29.48302204,3,Rodman,-81.91651736,2019-09-06
1284,198,88,147,188,127,249,412,503,504,462,0,29.52676999,2,Rodman,-81.8066534,2019-09-06
1285,1337,553,513,1182,523,1900,4581,4993,4840,4994,0,29.5211106,3,Rodman,-81.80692289,2019-09-06
1286,754,329,306,661,289,1152,2455,2599,2202,2661,0,29.51823599,3,Rodman,-81.80746188,2019-09-06
1287,347,158,151,198,109,250,577,618,586,721,0,29.51275627,2,Rodman,-81.85444377,2019-09-06
1288,119,69,164,180,142,206,329,353,660,449,0,29.52272757,3,Rodman,-81.85893535,2019-09-06
1289,569,233,354,770,335,661,1716,2025,3168,1703,0,29.50835453,3,Rodman,-81.90537825,2019-09-06
1290,620,261,464,1004,402,825,2146,2557,4452,2759,0,29.50197649,3,Rodman,-81.91166646,2019-09-06
1291,206,102,170,315,172,265,499,730,1124,706,1,29.48984923,1,Rodman,-81.917775,2019-09-06
1292,172,84,185,234,165,364,745,871,1160,606,0,29.48868142,3,Rodman,-81.92029028,2019-09-06
1293,67,57,123,122,107,334,429,521,454,334,0,29.48697462,2,Rodman,-81.91957163,2019-09-06
1294,106,63,132,180,144,472,813,1009,791,681,0,29.48589664,2,Rodman,-81.91705635,2019-09-06
1295,86,59,175,165,120,140,215,269,453,224,0,29.53027342,3,Rodman,-81.84195719,2019-09-06
1296,140,76,193,261,121,253,435,501,628,511,0,29.51724785,3,Rodman,-81.85561158,2019-09-06
1297,212,99,113,106,93,147,120,290,170,223,0,29.54347865,3,Rodman,-81.83683679,2019-09-06
1298,179,71,129,115,66,41,6,242,158,0,0,29.51518172,3,Rodman,-81.9043901,2019-09-06
1299,1525,665,300,538,342,1052,2569,2976,2820,3300,1,29.53009376,1,Rodman,-81.85112001,2019-09-06
1300,1254,574,238,509,278,940,2071,2433,2354,2633,1,29.51006133,1,Rodman,-81.83692663,2019-09-06
1301,4351,2967,860,1266,1400,2024,2860,3168,3368,3739,1,29.50781554,1,Rodman,-81.89477813,2019-09-06
1302,3397,2268,611,960,1142,1879,2991,3415,3496,3815,1,29.50521042,1,Rodman,-81.89109504,2019-09-06
1303,1677,724,319,778,342,1265,3861,4401,4632,4604,1,29.50359346,1,Rodman,-81.91624786,2019-09-06
1304,844,328,148,207,134,627,2039,2830,935,2671,1,29.48993906,1,Rodman,-81.92020045,2019-09-06
1305,1391,590,187,345,230,536,1862,2309,2454,2690,1,29.48598648,1,Rodman,-81.90977999,2019-09-06
1306,64,40,80,124,125,173,123,149,138,122,0,29.53251921,2,Rodman,-81.83962157,2019-12-05
1307,57,36,64,88,90,116,66,79,65,67,0,29.52892595,2,Rodman,-81.83036892,2019-12-05
1308,24,12,46,49,70,94,56,51,46,54,0,29.52632083,2,Rodman,-81.83548932,2019-12-05
1309,21,24,23,63,53,53,39,47,52,26,0,29.51814616,2,Rodman,-81.8197688,2019-12-05
1310,32,17,35,52,47,45,45,51,62,54,0,29.51805633,2,Rodman,-81.81572638,2019-12-05
1311,25,29,23,46,45,42,35,39,33,35,0,29.51428341,2,Rodman,-81.80961784,2019-12-05
1312,7,12,43,46,38,34,31,40,32,36,0,29.51185796,2,Rodman,-81.81626537,2019-12-05
1313,36,21,57,78,101,108,25,38,57,39,0,29.5114088,2,Rodman,-81.84608944,2019-12-05
1314,22,30,33,38,36,52,23,27,29,39,0,29.51131897,2,Rodman,-81.80934835,2019-12-05
1315,14,18,60,39,45,46,37,26,40,35,0,29.51122914,2,Rodman,-81.82021796,2019-12-05
1316,240,157,163,249,247,446,587,673,885,618,0,29.51760717,3,Rodman,-81.85929468,2019-12-05
1317,1478,810,486,1019,812,1896,2990,3343,3332,3447,0,29.51509189,3,Rodman,-81.86225912,2019-12-05
1318,677,426,259,425,394,451,836,796,1300,881,1,29.51266644,1,Rodman,-81.86890665,2019-12-05
1319,599,311,167,286,329,769,1350,1010,936,1283,0,29.50646806,3,Rodman,-81.8844475,2019-12-05
1320,2266,1391,660,1182,1288,2306,3073,3477,3840,3904,1,29.53745994,1,Rodman,-81.83387235,2019-12-05
1321,1846,1084,587,860,980,1448,1988,2104,2452,2511,1,29.53728028,1,Rodman,-81.83602831,2019-12-05
1322,94,60,103,109,157,208,159,201,229,205,0,29.53207005,2,Rodman,-81.83863342,2019-12-05
1323,435,234,165,195,282,438,551,704,680,836,1,29.52650049,1,Rodman,-81.85543192,2019-12-05
1324,84,50,85,181,189,268,234,326,482,284,0,29.51257661,2,Rodman,-81.89486796,2019-12-05
1325,44,36,74,151,218,248,212,232,407,235,0,29.51086981,2,Rodman,-81.89576628,2019-12-05
1326,91,68,85,134,191,339,379,355,478,402,0,29.51051048,2,Rodman,-81.89774257,2019-12-05
1327,32,18,68,57,142,186,103,151,151,101,0,29.5094325,2,Rodman,-81.88202205,2019-12-05
1328,41,26,66,62,147,189,147,183,194,149,0,29.50934267,2,Rodman,-81.88381868,2019-12-05
1329,354,199,106,184,194,255,331,314,484,326,0,29.5014375,2,Rodman,-81.91184612,2019-12-05
1330,90,48,121,235,185,272,430,425,616,321,0,29.52093094,2,Rodman,-81.84357416,2019-12-05
1331,557,300,372,713,483,973,1601,1727,2570,1930,0,29.51769701,3,Rodman,-81.85183866,2019-12-05
1332,327,179,332,679,460,661,819,1057,2122,1071,0,29.51715802,3,Rodman,-81.8499522,2019-12-05
1333,2679,1670,706,892,1094,1500,1855,2043,2298,2461,1,29.53530398,1,Rodman,-81.83899275,2019-12-05
1334,470,284,47,174,202,655,698,983,382,747,1,29.52326656,1,Rodman,-81.8334232,2019-12-05
1335,1031,433,130,335,232,573,1743,2045,2518,2386,1,29.51859532,1,Rodman,-81.88848992,2019-12-05
1336,1353,543,112,269,197,610,1890,2206,2314,2706,1,29.51069015,1,Rodman,-81.86567271,2019-12-05
1337,1365,572,166,353,266,651,1809,2192,2460,2519,1,29.50862402,1,Rodman,-81.84078938,2019-12-05
1338,930,381,101,266,157,350,1189,1567,1988,1919,1,29.50440194,1,Rodman,-81.90753421,2019-12-05
1339,2264,1582,563,841,980,1393,1766,2006,1838,2411,1,29.50332396,1,Rodman,-81.91418174,2019-12-05
1340,812,313,63,229,118,505,1745,2156,2100,2199,1,29.49910188,1,Rodman,-81.9211886,2019-12-05
1341,1271,524,104,260,202,583,1452,1952,1910,2183,1,29.48185423,1,Rodman,-81.92370388,2019-12-05
1342,34,35,16,68,54,91,34,51,52,40,0,29.52829713,2,Rodman,-81.83414185,2020-02-03
1343,63,49,61,78,88,113,60,86,87,85,0,29.52739881,2,Rodman,-81.84977253,2020-02-03
1344,34,16,52,78,90,133,41,50,60,39,0,29.52191909,2,Rodman,-81.85399462,2020-02-03
1345,16,24,42,68,66,57,30,32,32,36,0,29.52191909,2,Rodman,-81.82686549,2020-02-03
1346,36,43,24,49,38,49,24,22,35,26,0,29.5196733,2,Rodman,-81.81527723,2020-02-03
1347,15,19,40,74,83,66,43,22,47,38,0,29.51850549,2,Rodman,-81.83557915,2020-02-03
1348,29,22,9,46,36,36,11,8,10,7,0,29.51599021,2,Rodman,-81.810067,2020-02-03
1349,22,11,38,48,41,31,15,8,18,5,0,29.51221728,2,Rodman,-81.82857229,2020-02-03
1350,16,9,42,50,39,45,10,17,20,16,0,29.5114088,2,Rodman,-81.82282308,2020-02-03
1351,1197,564,286,553,326,975,2398,2732,2498,2869,0,29.51563088,3,Rodman,-81.86468457,2020-02-03
1352,226,134,55,98,156,314,450,411,269,456,0,29.51446307,2,Rodman,-81.87420671,2020-02-03
1353,235,151,87,175,202,326,363,474,478,463,0,29.51266644,3,Rodman,-81.88058475,2020-02-03
1354,290,135,132,197,270,371,447,544,648,612,0,29.51221728,2,Rodman,-81.89837139,2020-02-03
1355,896,410,360,490,550,745,893,1009,1222,1176,1,29.48742378,1,Rodman,-81.9209191,2020-02-03
1356,1991,884,410,888,470,1490,3973,4358,4124,4519,0,29.53799893,3,Rodman,-81.83360286,2020-02-03
1357,1439,755,708,1021,980,1466,1818,2002,1932,2057,1,29.53431584,1,Rodman,-81.84177753,2020-02-03
1358,1357,649,971,1362,1326,1788,2104,2171,2388,2263,1,29.5276683,1,Rodman,-81.85588108,2020-02-03
1359,76,50,79,99,110,162,163,131,147,151,0,29.51760717,2,Rodman,-81.84725725,2020-02-03
1360,125,82,129,231,281,358,336,351,534,335,1,29.52066145,1,Rodman,-81.86459474,2020-02-03
1361,71,44,85,166,197,234,181,146,502,139,0,29.51212745,2,Rodman,-81.89648493,2020-02-03
1362,40,29,59,89,149,249,218,275,260,279,0,29.51104947,2,Rodman,-81.89729341,2020-02-03
1363,47,30,90,100,147,235,230,288,262,284,0,29.50880368,2,Rodman,-81.88435767,2020-02-03
1364,85,55,86,147,190,289,257,342,396,302,1,29.49829339,1,Rodman,-81.91705635,2020-02-03
1365,52,57,53,80,119,156,136,200,244,214,0,29.5313514,2,Rodman,-81.83279437,2020-02-03
1366,176,86,254,426,488,613,681,818,958,830,1,29.52569201,1,Rodman,-81.85830653,2020-02-03
1367,71,53,89,114,168,289,272,355,334,315,0,29.52200892,2,Rodman,-81.85507259,2020-02-03
1368,212,131,135,276,209,310,394,599,782,538,0,29.51859532,3,Rodman,-81.85516243,2020-02-03
1369,163,105,49,94,116,86,97,126,137,137,0,29.50790537,2,Rodman,-81.90861218,2020-02-03
1370,1198,513,181,341,238,546,1541,2061,2542,2370,1,29.52874628,1,Rodman,-81.86243878,2020-02-03
1371,1015,456,128,290,208,572,1627,1909,2158,2221,1,29.52021229,1,Rodman,-81.89307133,2020-02-03
1372,721,347,228,317,352,564,811,964,822,1117,1,29.51194779,1,Rodman,-81.89935954,2020-02-03
1373,1623,758,241,407,355,693,1814,2151,2282,2490,1,29.50691722,1,Rodman,-81.92082927,2020-02-03
1374,1407,640,161,355,206,690,1559,2057,2062,2416,1,29.49577811,1,Rodman,-81.90825286,2020-02-03
1375,2431,1740,730,921,1050,1268,1839,2138,2584,2424,1,29.47879995,1,Rodman,-81.90492909,2020-02-03
1376,2616,1285,304,586,601,1131,2606,3016,3172,3349,1,29.4783508,1,Rodman,-81.91247494,2020-02-03
1377,1692,822,192,386,449,839,1698,2061,2074,2164,1,29.4746677,1,Rodman,-81.92082927,2020-02-03
1378,54,37,127,102,72,68,43,64,26,47,0,29.51733768,2,Rodman,-81.89837139,2020-04-03
1379,62,58,119,140,93,124,126,142,167,101,0,29.51176812,2,Rodman,-81.88417801,2020-04-03
1380,122,70,147,180,105,209,256,187,187,209,0,29.51060031,3,Rodman,-81.90546808,2020-04-03
1381,98,59,164,186,130,246,226,237,178,216,0,29.52784797,2,Rodman,-81.85588108,2020-04-03
1382,34,22,131,149,98,106,81,82,59,63,0,29.52703948,2,Rodman,-81.85219798,2020-04-03
1383,20,10,127,133,98,105,79,85,70,67,0,29.52497336,2,Rodman,-81.83252488,2020-04-03
1384,15,15,133,133,93,97,95,96,86,68,0,29.52263774,2,Rodman,-81.84078938,2020-04-03
1385,19,12,118,130,89,106,85,93,79,74,0,29.52012246,2,Rodman,-81.84348433,2020-04-03
1386,26,11,122,128,100,101,89,91,72,71,0,29.52003262,2,Rodman,-81.84743691,2020-04-03
1387,169,86,182,228,142,295,525,545,752,514,0,29.51670886,2,Rodman,-81.86198962,2020-04-03
1388,242,136,151,274,141,426,590,626,456,647,1,29.51491223,1,Rodman,-81.86172013,2020-04-03
1389,150,71,144,219,118,315,392,403,287,360,0,29.51428341,3,Rodman,-81.90241381,2020-04-03
1390,135,63,138,173,103,223,324,233,233,330,0,29.51230711,3,Rodman,-81.89217302,2020-04-03
1391,154,77,120,177,115,208,251,237,302,246,0,29.51149863,3,Rodman,-81.90663589,2020-04-03
1392,474,242,191,462,229,737,1343,1446,1696,1422,1,29.50781554,1,Rodman,-81.91508005,2020-04-03
1393,339,171,153,335,142,546,829,854,746,772,1,29.50601891,1,Rodman,-81.91427157,2020-04-03
1394,240,114,153,281,144,262,276,583,524,452,0,29.48077625,3,Rodman,-81.917775,2020-04-03
1395,398,215,416,806,435,919,1480,1624,2644,1789,0,29.5162597,3,Rodman,-81.85938451,2020-04-03
1396,522,256,364,808,427,872,1796,1866,3124,1919,0,29.51446307,2,Rodman,-81.86908631,2020-04-03
1397,263,119,200,410,201,379,798,730,1326,899,0,29.51383425,2,Rodman,-81.8698948,2020-04-03
1398,534,252,370,712,393,845,1652,1720,2654,1608,0,29.51239694,3,Rodman,-81.87681182,2020-04-03
1399,196,100,218,393,199,450,741,724,1190,795,0,29.50988166,3,Rodman,-81.88831026,2020-04-03
1400,316,189,342,704,347,1139,1645,1650,1698,1518,0,29.50512059,3,Rodman,-81.91202578,2020-04-03
1401,200,107,164,301,129,264,393,454,1100,493,0,29.50350362,3,Rodman,-81.91220545,2020-04-03
1402,87,40,118,152,82,173,105,114,283,94,0,29.50062901,3,Rodman,-81.91175629,2020-04-03
1403,156,70,224,347,204,281,471,610,1078,456,0,29.5194038,3,Rodman,-81.85040135,2020-04-03
1404,179,94,280,442,277,508,724,630,1306,744,0,29.51724785,3,Rodman,-81.851659,2020-04-03
1405,214,99,179,262,139,230,448,538,768,446,0,29.51715802,3,Rodman,-81.85390478,2020-04-03
1406,1278,549,226,404,230,748,2178,2691,2608,2944,1,29.5330582,1,Rodman,-81.85228782,2020-04-03
1407,1302,555,216,450,229,733,2004,2431,2810,2631,1,29.52901578,1,Rodman,-81.86100147,2020-04-03
1408,2369,1234,492,771,719,1274,3157,3581,3500,3886,1,29.51751734,1,Rodman,-81.89064588,2020-04-03
1409,1352,535,203,430,220,743,2303,3065,2942,3200,1,29.51248678,1,Rodman,-81.91301393,2020-04-03
1410,2960,1882,672,926,1222,1604,2167,2445,2730,2755,1,29.50916301,1,Rodman,-81.91337326,2020-04-03
1411,1779,794,318,611,410,1112,2599,2938,3034,3314,1,29.50700705,1,Rodman,-81.83548932,2020-04-03
1412,2027,990,420,698,576,1179,2199,2553,2690,2970,1,29.50224598,1,Rodman,-81.90474943,2020-04-03
1413,427,218,216,360,218,537,1030,1124,1032,1107,1,29.49047805,1,Rodman,-81.91229528,2020-04-03
1414,1535,704,271,611,415,895,2065,2306,2798,2620,1,29.48077625,1,Rodman,-81.92280557,2020-04-03
1415,161,112,150,136,129,170,155,169,139,159,0,29.52407504,2,Rodman,-81.86019299,2020-08-01
1416,145,100,145,153,136,169,137,153,147,162,0,29.52398521,2,Rodman,-81.85758788,2020-08-01
1417,132,91,152,166,144,187,200,216,180,201,0,29.52102077,2,Rodman,-81.83818427,2020-08-01
1418,145,101,156,146,145,179,177,185,170,183,0,29.51931397,2,Rodman,-81.85345563,2020-08-01
1419,133,95,156,141,138,178,198,216,187,207,0,29.51814616,2,Rodman,-81.82497903,2020-08-01
1420,271,205,306,316,290,327,301,311,300,308,0,29.51491223,2,Rodman,-81.8530963,2020-08-01
1421,221,167,257,258,260,284,305,329,269,299,0,29.51464273,2,Rodman,-81.81680436,2020-08-01
1422,128,88,134,125,123,158,131,114,120,131,0,29.51320543,2,Rodman,-81.83638764,2020-08-01
1423,206,149,199,186,199,232,215,236,203,239,0,29.51033082,2,Rodman,-81.82578752,2020-08-01
1424,1020,497,551,1250,544,1612,3353,3891,3892,3808,0,29.51608004,3,Rodman,-81.90007819,2020-08-01
1425,780,382,292,426,295,769,1683,1696,1120,1665,1,29.51500206,1,Rodman,-81.86046249,2020-08-01
1426,1403,602,442,999,427,1353,3735,4091,4220,3999,0,29.50862402,3,Rodman,-81.91040882,2020-08-01
1427,1671,716,469,1124,481,1698,4534,4778,4744,4712,0,29.50350362,3,Rodman,-81.91499022,2020-08-01
1428,234,124,101,172,114,157,262,313,423,308,0,29.48823226,2,Rodman,-81.91508005,2020-08-01
1429,250,148,181,219,187,236,300,322,392,353,0,29.53368702,3,Rodman,-81.84492163,2020-08-01
1430,122,78,125,135,138,166,193,199,181,202,0,29.51877498,2,Rodman,-81.82857229,2020-08-01
1431,184,131,178,184,181,218,235,267,226,266,0,29.51590037,2,Rodman,-81.81860099,2020-08-01
1432,477,272,184,285,324,435,451,533,719,566,0,29.50646806,2,Rodman,-81.82093661,2020-08-01
1433,1005,450,573,1338,559,1308,3076,3519,4512,3543,0,29.51158846,3,Rodman,-81.90358162,2020-08-01
1434,792,367,394,896,352,881,2257,2945,3842,2596,0,29.51033082,3,Rodman,-81.90690539,2020-08-01
1435,1006,417,412,1038,387,957,3168,3901,4784,3210,0,29.50736638,3,Rodman,-81.90789353,2020-08-01
1436,1000,439,620,1460,584,1433,3207,3579,4968,3527,0,29.50664773,3,Rodman,-81.90816303,2020-08-01
1437,915,404,376,948,380,925,2564,3300,4184,3125,0,29.49398148,3,Rodman,-81.9129241,2020-08-01
1438,881,396,377,918,425,992,2616,2935,4094,2891,0,29.48275254,3,Rodman,-81.91894281,2020-08-01
1439,281,148,217,351,181,331,597,526,1384,756,0,29.48212372,3,Rodman,-81.91211561,2020-08-01
1440,692,310,492,1076,452,964,2000,2228,3204,1893,0,29.53826843,3,Rodman,-81.83369269,2020-08-01
1441,363,198,386,773,369,616,1080,919,1854,970,0,29.52901578,3,Rodman,-81.84573011,2020-08-01
1442,205,139,127,136,134,133,106,137,143,166,0,29.49667643,3,Rodman,-81.91831399,2020-08-01
1443,279,145,83,116,99,137,152,239,305,284,0,29.48401018,3,Rodman,-81.91085797,2020-08-01
1444,1310,547,272,493,277,785,2295,2789,2958,3064,1,29.52973443,1,Rodman,-81.85417428,2020-08-01
1445,1472,650,252,494,304,868,2302,2589,2644,2898,1,29.51976313,1,Rodman,-81.89576628,2020-08-01
1446,2361,1326,430,682,488,1291,2746,3315,2822,3628,1,29.51131897,1,Rodman,-81.8613608,2020-08-01
1447,2323,1281,176,458,280,1413,2721,3106,2580,3529,1,29.50673756,1,Rodman,-81.84941321,2020-08-01
1448,1688,681,237,533,309,920,2935,3497,3318,3863,1,29.50556975,1,Rodman,-81.89837139,2020-08-01
1449,2892,1794,772,1086,1050,1505,2674,3187,3348,3459,1,29.50556975,1,Rodman,-81.8944188,2020-08-01
1450,3132,1881,666,1132,1066,1535,2578,2915,3090,3366,1,29.50431211,1,Rodman,-81.88256104,2020-08-01
1451,44,54,72,95,80,76,54,72,69,63,0,29.51320543,2,Rodman,-81.88669329,2021-01-28
1452,40,46,69,78,73,57,42,27,37,38,0,29.50853419,2,Rodman,-81.88363902,2021-01-28
1453,47,30,71,66,68,67,38,45,56,41,0,29.53871758,2,Rodman,-81.83495033,2021-01-28
1454,21,26,58,96,83,63,56,38,69,47,0,29.52461403,2,Rodman,-81.83216555,2021-01-28
1455,14,20,85,80,67,80,61,51,62,39,0,29.52317673,2,Rodman,-81.83135707,2021-01-28
1456,34,22,99,96,94,70,53,61,64,60,0,29.52012246,2,Rodman,-81.84932338,2021-01-28
1457,36,28,69,84,64,66,57,61,69,48,0,29.51697835,2,Rodman,-81.83234522,2021-01-28
1458,39,36,89,133,139,143,68,55,72,47,0,29.51257661,2,Rodman,-81.83899275,2021-01-28
1459,91,71,128,163,165,159,121,139,130,99,0,29.50556975,2,Rodman,-81.81752302,2021-01-28
1460,65,46,50,69,76,74,42,104,85,80,0,29.51383425,2,Rodman,-81.88381868,2021-01-28
1461,1458,771,199,430,380,901,2073,2407,2654,2855,0,29.50826469,3,Rodman,-81.9112173,2021-01-28
1462,1296,617,180,443,326,951,2336,2644,2827,2980,0,29.5079952,3,Rodman,-81.91157663,2021-01-28
1463,1555,688,225,502,247,944,3238,3899,4544,4184,0,29.50745621,3,Rodman,-81.91283427,2021-01-28
1464,934,466,399,804,462,1305,2780,2924,3184,3029,0,29.49308317,3,Rodman,-81.91472073,2021-01-28
1465,90,53,91,102,93,79,52,93,159,75,0,29.48841193,2,Rodman,-81.91516989,2021-01-28
1466,84,48,89,88,80,80,125,102,113,79,0,29.48311187,2,Rodman,-81.91238511,2021-01-28
1467,247,140,110,182,222,269,297,340,325,232,0,29.50961217,3,Rodman,-81.84177753,2021-01-28
1468,435,199,99,172,170,395,794,689,400,677,0,29.50862402,3,Rodman,-81.84707759,2021-01-28
1469,137,73,127,259,124,179,495,569,1101,428,0,29.5162597,3,Rodman,-81.89944937,2021-01-28
1470,41,41,70,142,100,94,134,214,408,147,0,29.51518172,3,Rodman,-81.89531712,2021-01-28
1471,708,304,225,507,256,818,2178,2180,3009,2538,0,29.51446307,3,Rodman,-81.90286297,2021-01-28
1472,48,29,59,72,55,80,94,100,174,115,0,29.51239694,2,Rodman,-81.88570515,2021-01-28
1473,261,104,77,220,102,197,452,467,1271,673,0,29.51060031,3,Rodman,-81.90816303,2021-01-28
1474,220,93,100,185,105,186,221,365,604,338,0,29.49784424,3,Rodman,-81.91274444,2021-01-28
1475,658,330,264,518,316,745,1906,2438,3045,2431,0,29.49398148,3,Rodman,-81.91445123,2021-01-28
1476,484,230,226,494,289,467,1169,1299,2376,1373,0,29.49155603,3,Rodman,-81.91525972,2021-01-28
1477,264,154,142,295,178,274,609,757,1552,659,0,29.47772197,3,Rodman,-81.91552921,2021-01-28
1478,224,83,73,100,75,132,288,350,137,244,0,29.48176439,3,Rodman,-81.91831399,2021-01-28
1479,1165,590,192,269,250,554,1131,1495,1406,1797,1,29.52955477,1,Rodman,-81.8599235,2021-01-28
1480,1159,597,201,289,260,576,1189,1501,1652,1724,1,29.52389538,1,Rodman,-81.86800833,2021-01-28
1481,1131,595,288,496,440,711,1589,1754,2098,1740,1,29.5162597,1,Rodman,-81.88866959,2021-01-28
1482,1235,570,184,320,236,675,1981,2328,2644,2628,1,29.51374442,1,Rodman,-81.85606074,2021-01-28
1483,1626,848,308,505,434,842,1842,2214,2943,2744,1,29.50817486,1,Rodman,-81.87573385,2021-01-28
1484,1483,763,200,325,305,655,1609,1849,2306,2092,1,29.50664773,1,Rodman,-81.87753048,2021-01-28
1485,1240,611,233,381,306,667,1525,1813,1900,2035,1,29.50467143,1,Rodman,-81.84698776,2021-01-28
1486,1463,745,346,706,572,1355,2672,3044,3575,3442,1,29.49002889,1,Rodman,-81.91166646,2021-01-28
1487,51,70,51,157,88,235,92,104,64,42,0,18.92476317,2,Valsequillo,-98.14170836,2020-01-17
1488,7,10,237,432,322,534,202,180,109,75,0,18.91775632,2,Valsequillo,-98.18383934,2020-01-17
1489,8,20,259,494,320,541,223,203,142,78,0,18.91676817,2,Valsequillo,-98.13110824,2020-01-17
1490,23,25,143,330,205,430,159,156,97,49,0,18.91101895,2,Valsequillo,-98.14314566,2020-01-17
1491,16,24,44,130,54,209,93,90,52,24,0,18.90913249,2,Valsequillo,-98.16506456,2020-01-17
1492,1937,1061,190,403,344,855,2282,2848,3175,3420,0,18.93733959,3,Valsequillo,-98.19920054,2020-01-17
1493,2268,1297,217,437,420,931,2457,3035,2910,3327,0,18.93419549,3,Valsequillo,-98.20944133,2020-01-17
1494,1630,853,152,350,310,754,2183,2754,3022,3391,0,18.92934458,3,Valsequillo,-98.20234464,2020-01-17
1495,1352,723,191,413,299,804,2239,2716,2923,3217,0,18.92898526,3,Valsequillo,-98.17323922,2020-01-17
1496,1510,769,168,381,286,790,2460,3085,3320,3589,0,18.9217089,3,Valsequillo,-98.19399031,2020-01-17
1497,333,199,286,489,405,725,801,846,1710,909,0,18.92099025,3,Valsequillo,-98.18842075,2020-01-17
1498,223,133,280,569,439,667,538,645,1219,563,0,18.91883429,3,Valsequillo,-98.18788176,2020-01-17
1499,125,97,146,276,173,439,281,321,583,369,0,18.91874446,3,Valsequillo,-98.16183062,2020-01-17
1500,627,329,205,462,322,769,1491,1823,2984,2010,0,18.91479188,3,Valsequillo,-98.17835962,2020-01-17
1501,293,181,281,563,417,743,699,959,1412,893,0,18.91452238,3,Valsequillo,-98.17862912,2020-01-17
1502,1546,832,98,254,241,638,1792,2362,2580,2998,0,18.93832774,3,Valsequillo,-98.22659915,2020-01-17
1503,1914,1115,124,280,280,655,1525,1909,2526,2467,0,18.93608195,3,Valsequillo,-98.22408387,2020-01-17
1504,1960,1322,378,571,582,894,1502,1727,1970,1923,1,18.94802954,1,Valsequillo,-98.22785679,2020-01-17
1505,2405,1651,396,640,808,1067,1269,1426,1522,1753,1,18.94326847,1,Valsequillo,-98.19381064,2020-01-17
1506,3091,2133,529,769,1100,1404,1804,2006,2240,2326,1,18.93096155,1,Valsequillo,-98.22210758,2020-01-17
1507,30,29,158,304,167,384,100,107,60,3,0,18.93473447,2,Valsequillo,-98.17449687,2020-02-16
1508,61,43,68,108,46,161,65,77,38,40,0,18.925392,2,Valsequillo,-98.17692232,2020-02-16
1509,16,34,13,31,8,63,0,0,0,1,0,18.91703766,2,Valsequillo,-98.13524049,2020-02-16
1510,0,21,31,45,19,71,0,1,0,0,0,18.91497154,2,Valsequillo,-98.18096474,2020-02-16
1511,0,16,145,263,203,319,82,92,54,0,0,18.9137139,2,Valsequillo,-98.12365222,2020-02-16
1512,2327,1368,204,443,407,955,2470,3020,3233,3589,0,18.94138201,3,Valsequillo,-98.20027851,2020-02-16
1513,2156,1221,210,446,392,924,2403,2978,3480,3551,0,18.93437515,3,Valsequillo,-98.19821239,2020-02-16
1514,2108,1199,223,404,429,894,2389,2978,3296,3628,0,18.93096155,3,Valsequillo,-98.2045006,2020-02-16
1515,1950,1073,232,447,352,882,2677,3296,3728,3937,0,18.9285361,3,Valsequillo,-98.20207515,2020-02-16
1516,88,59,45,84,66,119,126,161,414,181,0,18.92188857,3,Valsequillo,-98.18240204,2020-02-16
