,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,binary,lat,lc,location,lon,obs_date
505,328,242,471,597,570,1005,1351,1497,1590,1663,1,20.61871631,1,Inle,96.91047743,2019-04-08
506,381,240,476,662,554,940,1398,1521,1676,1492,0,20.61206877,3,Inle,96.90338074,2019-04-08
507,211,161,324,336,313,565,735,841,761,762,1,20.60667888,1,Inle,96.91146558,2019-04-08
508,180,134,372,500,395,681,851,821,924,716,1,20.60407377,1,Inle,96.91451985,2019-04-08
509,178,144,415,466,387,672,772,930,1202,788,1,20.58341252,1,Inle,96.91326221,2019-04-08
510,34,29,165,160,111,125,107,99,73,71,0,20.61090096,2,Inle,96.90167394,2019-10-20
511,39,14,230,356,206,189,137,138,99,105,0,20.59616859,2,Inle,96.91074692,2019-10-20
512,34,20,176,220,136,131,127,125,99,96,0,20.58062774,2,Inle,96.91541816,2019-10-20
513,27,16,185,215,128,129,115,112,83,88,0,20.57775313,2,Inle,96.92044873,2019-10-20
514,36,29,183,220,131,175,117,89,91,106,0,20.56688351,2,Inle,96.90742316,2019-10-20
515,824,344,283,556,264,884,2317,3137,3672,3091,0,20.60533141,3,Inle,96.91901142,2019-10-20
516,429,201,323,515,297,488,1157,1230,866,1261,0,20.59095836,3,Inle,96.91640631,2019-10-20
517,962,376,241,445,201,794,2740,3276,3298,3479,0,20.58898207,3,Inle,96.91407069,2019-10-20
518,172,76,192,282,147,279,477,662,717,533,0,20.58601763,3,Inle,96.88954668,2019-10-20
519,1102,433,210,443,214,748,2741,3365,3082,3684,0,20.57137509,3,Inle,96.89340944,2019-10-20
520,390,177,238,420,224,467,957,1193,2408,1432,0,20.61296709,3,Inle,96.91191473,2019-10-20
521,119,58,199,275,137,193,334,524,775,302,0,20.5976059,3,Inle,96.89942815,2019-10-20
522,108,42,202,248,149,219,380,380,284,347,0,20.56760217,3,Inle,96.91263339,2019-10-20
523,158,70,214,254,140,314,543,787,418,737,0,20.56463773,3,Inle,96.90760282,2019-10-20
524,2011,1002,475,827,596,1226,3119,3753,3458,4033,1,20.62159091,1,Inle,96.92116738,2019-10-20
525,1763,835,376,741,357,1209,3602,3772,4018,4398,1,20.60703821,1,Inle,96.92260469,2019-10-20
526,1432,663,318,540,281,965,2768,3057,2312,3244,1,20.59922286,1,Inle,96.88721106,2019-10-20
527,1202,585,345,677,346,1084,2860,3125,3400,3432,1,20.57712431,1,Inle,96.88370763,2019-10-20
528,89,63,134,223,157,184,73,109,143,122,0,20.61440439,2,Inle,96.90921979,2019-12-19
529,55,30,36,105,74,67,33,39,45,30,0,20.59805505,2,Inle,96.92556913,2019-12-19
530,55,57,131,244,180,163,63,70,69,57,0,20.59428213,2,Inle,96.8853246,2019-12-19
531,53,34,105,255,111,146,91,106,79,90,0,20.58808375,2,Inle,96.90454855,2019-12-19
532,63,38,61,182,50,62,20,39,36,54,0,20.58449049,2,Inle,96.92341317,2019-12-19
533,337,190,131,230,152,343,596,775,920,803,0,20.58988039,3,Inle,96.91802328,2019-12-19
534,254,126,88,142,118,254,321,470,110,672,0,20.575687,3,Inle,96.88694157,2019-12-19
535,957,489,159,365,273,787,1778,2066,2128,2283,0,20.57371071,3,Inle,96.906974,2019-12-19
536,704,362,144,287,207,488,986,1048,839,1308,0,20.57101576,3,Inle,96.88981618,2019-12-19
537,518,280,149,310,242,429,1026,1209,1932,1313,0,20.56221227,3,Inle,96.90670451,2019-12-19
538,105,82,52,142,84,162,286,269,255,276,0,20.60236697,3,Inle,96.89394843,2019-12-19
539,124,88,96,228,124,153,229,285,368,291,0,20.59140752,3,Inle,96.9101181,2019-12-19
540,247,154,120,257,185,246,479,594,1092,573,0,20.58853291,3,Inle,96.91451985,2019-12-19
541,172,92,89,219,123,217,327,456,536,413,0,20.58691594,3,Inle,96.91236389,2019-12-19
542,81,45,76,179,113,117,105,181,424,205,0,20.57892094,2,Inle,96.91793345,2019-12-19
543,1561,850,304,609,442,1154,2679,3396,3220,3592,1,20.6038941,1,Inle,96.88721106,2019-12-19
544,870,434,202,563,298,736,1466,1716,3276,1892,1,20.6024568,1,Inle,96.92727593,2019-12-19
545,1636,771,323,740,402,1342,3516,3921,3944,4133,1,20.56176312,1,Inle,96.90266209,2019-12-19
546,1560,891,246,448,305,955,2016,2331,2198,2514,1,20.55215114,1,Inle,96.89844,2019-12-19
547,54,30,516,781,568,652,323,341,417,237,0,20.59850421,2,Inle,96.91425035,2020-02-17
548,44,33,246,324,232,249,137,120,120,108,0,20.59482112,2,Inle,96.89565523,2020-02-17
549,45,28,278,451,258,308,152,151,132,140,0,20.59293466,2,Inle,96.91110625,2020-02-17
550,51,36,285,430,274,242,130,127,115,105,0,20.5839515,2,Inle,96.88819921,2020-02-17
551,53,34,274,448,223,269,135,140,118,126,0,20.57784296,2,Inle,96.90535703,2020-02-17
552,1640,1035,568,890,994,1322,1864,2318,2030,2296,0,20.61054164,3,Inle,96.91946058,2020-02-17
553,1861,1073,352,576,550,1002,1974,2288,2534,2755,0,20.60443309,3,Inle,96.92170637,2020-02-17
554,1699,960,331,553,542,1066,2058,2420,2670,2809,0,20.59778556,3,Inle,96.9283539,2020-02-17
555,1691,918,334,560,468,1033,2213,2616,3066,3115,0,20.57460903,3,Inle,96.9286234,2020-02-17
556,213,128,234,320,215,330,412,393,414,419,0,20.56544621,3,Inle,96.92916239,2020-02-17
557,214,121,263,330,249,365,391,445,310,527,0,20.61359591,3,Inle,96.91020794,2020-02-17
558,137,85,286,417,292,522,535,613,590,440,0,20.60470259,3,Inle,96.91245372,2020-02-17
559,366,235,572,886,885,1170,1035,1121,1484,954,0,20.60461276,3,Inle,96.91928092,2020-02-17
560,314,154,263,344,270,391,530,654,988,743,0,20.58997022,3,Inle,96.92817424,2020-02-17
561,347,225,260,346,303,364,423,424,571,505,0,20.61952479,2,Inle,96.90589602,2020-02-17
562,1335,699,342,628,426,977,1899,2234,2778,2452,1,20.61368574,1,Inle,96.90886046,2020-02-17
563,809,440,352,538,430,765,1467,1613,1798,1729,1,20.58305319,1,Inle,96.88164151,2020-02-17
564,1437,798,417,687,525,1172,2088,2343,2472,2559,1,20.57371071,1,Inle,96.88415679,2020-02-17
565,135,93,447,608,410,679,411,377,319,262,0,20.60703821,2,Inle,96.9052672,2020-04-17
566,136,89,358,519,366,468,323,313,273,287,0,20.57990909,2,Inle,96.91757412,2020-04-17
567,126,83,321,440,336,446,226,223,201,180,0,20.57586667,2,Inle,96.92467081,2020-04-17
568,164,104,440,525,441,482,354,276,264,270,0,20.57209374,2,Inle,96.89745186,2020-04-17
569,126,84,344,431,315,430,299,282,243,231,0,20.57146492,2,Inle,96.92592845,2020-04-17
570,368,219,424,500,504,649,671,841,1017,868,0,20.61260776,3,Inle,96.90769265,2020-04-17
571,244,146,422,607,415,650,591,789,899,673,1,20.59706691,1,Inle,96.91425035,2020-04-17
572,1686,921,610,933,896,1310,2289,2793,2844,2934,0,20.51891348,3,Inle,96.89439759,2020-04-17
573,1157,569,380,709,516,1007,2126,2336,3292,2562,0,20.51496089,3,Inle,96.92260469,2020-04-17
574,200,114,393,408,360,630,1017,1135,1019,874,0,20.61045181,3,Inle,96.90805198,2020-04-17
575,150,110,373,381,350,615,797,845,719,633,1,20.60919416,1,Inle,96.9086808,2020-04-17
576,368,225,441,625,529,1088,1550,1780,1616,1616,1,20.60434326,1,Inle,96.9135317,2020-04-17
577,350,211,488,700,553,1148,1580,1639,1346,1600,1,20.5976059,1,Inle,96.91559783,2020-04-17
578,2365,1243,551,1066,579,1473,3279,3560,3632,3764,1,20.62293839,1,Inle,96.90275192,2020-04-17
579,1386,684,418,744,475,1064,2597,3065,2994,3057,1,20.60281613,1,Inle,96.92880306,2020-04-17
580,2361,1345,580,966,754,1463,2970,3385,3738,3840,1,20.58431083,1,Inle,96.87975505,2020-04-17
581,1877,1110,631,1010,1064,1448,2532,2828,2720,2999,1,20.57326155,1,Inle,96.87903639,2020-04-17
582,42,44,136,140,106,112,87,121,115,107,0,20.6107213,2,Inle,96.90122478,2020-10-14
583,28,26,177,196,117,130,100,105,103,122,0,20.59176685,2,Inle,96.89835017,2020-10-14
584,29,26,135,150,106,126,86,80,70,59,0,20.58727527,2,Inle,96.88253982,2020-10-14
585,23,20,135,169,96,107,82,77,62,73,0,20.57550734,2,Inle,96.9018536,2020-10-14
586,83,51,131,124,69,149,191,147,101,159,0,20.55673255,2,Inle,96.90661467,2020-10-14
587,1537,775,307,521,321,834,2513,3209,2890,3284,0,20.61233827,3,Inle,96.91326221,2020-10-14
588,209,118,211,266,167,214,520,607,973,557,0,20.60748736,3,Inle,96.90302141,2020-10-14
589,718,332,234,431,230,638,1804,2101,2202,2297,0,20.60110933,3,Inle,96.90580619,2020-10-14
590,1349,589,220,479,247,875,2934,3609,3710,4021,0,20.59805505,3,Inle,96.92745559,2020-10-14
591,814,352,228,463,251,757,1967,2309,2220,2546,0,20.58475999,3,Inle,96.92440132,2020-10-14
592,221,149,183,239,142,159,446,542,525,482,0,20.61045181,3,Inle,96.89978748,2020-10-14
593,321,145,274,509,318,580,880,1294,1870,1390,0,20.60236697,3,Inle,96.91389103,2020-10-14
594,83,50,165,225,153,149,237,245,836,194,0,20.59850421,3,Inle,96.89628405,2020-10-14
595,36,19,121,162,110,116,140,180,250,127,0,20.5924855,3,Inle,96.88918736,2020-10-14
596,92,45,198,258,148,179,213,249,302,230,0,20.58287353,3,Inle,96.91937075,2020-10-14
597,417,210,191,267,181,459,880,1018,782,1138,0,20.59500078,3,Inle,96.92404199,2020-10-14
598,1584,784,366,695,469,1043,2288,2832,2646,2828,1,20.62419603,1,Inle,96.92224536,2020-10-14
599,613,302,240,386,203,372,992,1065,1500,1098,1,20.59724657,1,Inle,96.88757039,2020-10-14
600,1125,558,283,530,266,748,1968,2202,2324,2304,1,20.56930897,1,Inle,96.88972635,2020-10-14
601,1238,571,280,631,274,887,2415,2945,3038,2909,1,20.55358845,1,Inle,96.9001468,2020-10-14
602,40,33,349,428,307,281,168,169,135,141,0,20.60173815,2,Inle,96.9220657,2020-11-28
603,32,22,246,312,151,180,96,109,84,77,0,20.59428213,2,Inle,96.90562653,2020-11-28
604,26,30,254,305,159,182,97,102,85,85,0,20.58799392,2,Inle,96.90329091,2020-11-28
605,25,17,222,305,124,148,83,95,90,82,0,20.57811246,2,Inle,96.92170637,2020-11-28
606,444,268,342,502,351,664,1222,1499,1870,1498,0,20.59553977,3,Inle,96.91981991,2020-11-28
607,843,483,377,558,409,678,1255,1330,1594,1462,1,20.57272256,1,Inle,96.88649241,2020-11-28
608,275,145,254,278,199,340,561,662,708,689,0,20.53050175,3,Inle,96.90320108,2020-11-28
609,132,64,236,290,162,207,252,288,575,283,0,20.48989789,3,Inle,96.91981991,2020-11-28
610,157,85,315,385,255,298,464,478,819,406,0,20.584221,3,Inle,96.91218423,2020-11-28
611,121,79,264,354,221,269,449,434,818,468,0,20.5793701,3,Inle,96.9118249,2020-11-28
612,155,74,247,308,152,197,405,487,644,459,0,20.54325782,3,Inle,96.92772508,2020-11-28
613,210,105,255,310,196,340,493,683,591,668,0,20.5329272,3,Inle,96.91344187,2020-11-28
614,476,272,301,412,275,561,1162,1356,1550,1437,0,20.52735764,3,Inle,96.90293158,2020-11-28
615,1683,955,448,648,648,1112,1725,2088,2354,2185,1,20.62042311,1,Inle,96.9084113,2020-11-28
616,1068,798,699,745,663,814,1128,993,860,1227,1,20.61269759,1,Inle,96.92197587,2020-11-28
617,30,14,65,89,66,129,28,45,32,31,0,20.6121586,2,Inle,96.90374007,2020-12-13
618,33,32,170,368,288,240,109,102,87,57,0,20.59455162,2,Inle,96.88424662,2020-12-13
619,7,24,106,264,81,155,32,45,40,37,0,20.59185668,2,Inle,96.9084113,2020-12-13
620,47,30,70,230,65,132,121,114,56,104,0,20.57892094,2,Inle,96.9237725,2020-12-13
621,10,13,103,210,71,64,26,25,16,33,0,20.55969699,2,Inle,96.91667581,2020-12-13
622,1987,1057,330,626,442,1062,2713,3260,3668,3617,1,20.61179928,1,Inle,96.91425035,2020-12-13
623,795,425,190,380,301,764,1621,1729,1778,1894,0,20.58017858,3,Inle,96.92727593,2020-12-13
624,293,157,103,290,134,328,514,711,954,729,0,20.56607503,3,Inle,96.92907256,2020-12-13
625,520,258,134,311,205,504,1223,1355,1592,1281,0,20.55547491,3,Inle,96.92332334,2020-12-13
626,270,129,86,228,149,263,604,626,816,636,0,20.54954603,3,Inle,96.92332334,2020-12-13
627,118,59,117,263,165,205,224,268,516,310,0,20.58952106,3,Inle,96.92529963,2020-12-13
628,87,59,131,305,175,210,205,199,922,270,0,20.58655662,3,Inle,96.92134704,2020-12-13
629,63,37,110,207,121,157,180,196,454,232,0,20.56697335,3,Inle,96.90859097,2020-12-13
630,644,313,168,379,223,777,1625,1959,2524,2221,0,20.56140379,3,Inle,96.91919109,2020-12-13
631,1210,614,264,566,602,1237,1924,2172,2096,2195,1,20.62006378,1,Inle,96.9169453,2020-12-13
632,1390,783,384,696,563,1213,2232,2403,2504,2607,1,20.60488225,1,Inle,96.89628405,2020-12-13
633,1058,570,260,550,352,775,1702,1988,2336,2249,1,20.5773938,1,Inle,96.88110252,2020-12-13
634,132,73,398,504,387,498,490,461,278,456,0,20.59859404,2,Inle,96.91883176,2021-01-27
635,40,32,233,282,135,205,97,117,113,97,0,20.59616859,2,Inle,96.91227406,2021-01-27
636,36,42,202,352,177,193,68,67,70,62,0,20.57559717,2,Inle,96.90365023,2021-01-27
637,35,37,192,198,120,160,45,54,44,21,0,20.57550734,2,Inle,96.88846871,2021-01-27
638,32,38,144,221,130,106,29,37,36,20,0,20.57353105,2,Inle,96.89322978,2021-01-27
639,939,539,368,460,452,658,1188,1431,2026,1680,1,20.61404507,1,Inle,96.90374007,2021-01-27
640,267,145,396,549,378,654,762,731,896,720,1,20.60191781,1,Inle,96.91146558,2021-01-27
641,537,278,227,353,268,549,979,1249,1408,1350,0,20.59607876,3,Inle,96.92727593,2021-01-27
642,569,301,188,242,220,569,1078,1223,971,1259,0,20.51765584,3,Inle,96.92233519,2021-01-27
643,444,243,191,284,200,344,753,857,860,863,0,20.50238448,3,Inle,96.923503,2021-01-27
644,91,72,274,272,216,377,299,376,458,288,1,20.60964332,1,Inle,96.91092659,2021-01-27
645,193,107,226,234,190,554,744,704,780,675,1,20.60802635,1,Inle,96.91083676,2021-01-27
646,156,117,240,253,225,482,546,612,615,500,1,20.6073077,1,Inle,96.91029777,2021-01-27
647,178,83,354,452,337,528,536,673,1074,537,1,20.6038941,1,Inle,96.9120944,2021-01-27
648,496,288,252,356,274,628,1049,1195,1064,1319,0,20.51307443,3,Inle,96.91389103,2021-01-27
649,353,184,250,353,244,433,447,711,376,619,0,20.61009248,3,Inle,96.90284175,2021-01-27
650,193,111,214,202,168,198,164,229,155,249,1,20.617279,1,Inle,96.90320108,2021-01-27
651,1443,754,396,746,517,1265,2670,2942,3176,3251,1,20.59976185,1,Inle,96.88837887,2021-01-27
652,1129,703,414,607,606,975,1408,1455,1698,1674,1,20.5808074,1,Inle,96.88164151,2021-01-27
653,36,26,631,1066,1100,961,356,348,282,187,0,20.60685854,2,Inle,96.91829277,2021-02-11
654,26,24,158,297,156,249,57,55,52,30,0,20.59913303,2,Inle,96.89745186,2021-02-11
655,28,27,169,312,159,179,73,79,83,70,0,20.59032954,2,Inle,96.9038299,2021-02-11
656,28,25,159,298,133,158,35,52,61,53,0,20.57056661,2,Inle,96.90409939,2021-02-11
657,69,51,96,154,107,371,342,398,286,208,1,20.61467389,1,Inle,96.90634518,2021-02-11
658,709,334,207,386,318,747,1340,1591,1710,1700,0,20.6024568,3,Inle,96.92511997,2021-02-11
659,671,323,175,432,296,851,1465,1659,2030,1950,0,20.58952106,3,Inle,96.92799458,2021-02-11
660,1550,809,265,460,421,1011,2102,2505,2598,2932,0,20.51190662,3,Inle,96.92538946,2021-02-11
661,373,186,198,330,251,436,739,771,1202,822,0,20.48917924,3,Inle,96.92287418,2021-02-11
662,340,180,202,374,303,441,552,582,1092,697,0,20.61476372,3,Inle,96.91002827,2021-02-11
663,96,60,107,181,156,424,465,517,558,372,0,20.60820602,4,Inle,96.91128591,2021-02-11
664,130,66,89,160,130,512,739,868,912,654,0,20.60802635,4,Inle,96.91092659,2021-02-11
665,30,35,120,110,110,396,370,385,255,203,0,20.6073077,4,Inle,96.90921979,2021-02-11
666,79,45,144,179,154,454,547,576,576,450,0,20.60605006,4,Inle,96.90912996,2021-02-11
667,2028,1297,304,484,651,991,1302,1466,1462,1758,1,20.62356721,1,Inle,96.91496901,2021-02-11
668,1960,1092,371,720,490,1402,2847,3216,3368,3441,1,20.60362461,1,Inle,96.88631275,2021-02-11
669,1902,1136,340,592,604,1093,1987,2307,2324,2628,1,20.58772443,1,Inle,96.87759909,2021-02-11
670,1158,618,251,494,350,932,1824,2017,2320,2242,1,20.56975812,1,Inle,96.89565523,2021-02-11
671,122,88,393,514,341,382,281,280,246,232,0,20.58853291,2,Inle,96.89610439,2021-04-12
672,96,73,255,329,203,300,167,178,108,126,0,20.58817359,2,Inle,96.92341317,2021-04-12
673,77,51,360,554,292,363,201,218,171,165,0,20.57209374,2,Inle,96.91344187,2021-04-12
674,81,47,305,499,258,339,195,193,156,164,0,20.56625469,2,Inle,96.91236389,2021-04-12
675,76,50,281,354,226,309,213,206,171,187,0,20.55556474,2,Inle,96.91928092,2021-04-12
676,1483,823,413,648,551,1157,2144,2484,2116,2727,1,20.61099079,1,Inle,96.91425035,2021-04-12
677,557,320,431,644,456,1160,1864,2024,1716,1931,0,20.59473129,2,Inle,96.91829277,2021-04-12
678,698,373,225,299,226,752,1489,1283,406,1528,0,20.5910482,3,Inle,96.92907256,2021-04-12
679,363,176,314,485,323,680,1010,1130,1100,1055,0,20.53355602,3,Inle,96.90113495,2021-04-12
680,245,136,293,456,316,744,978,978,1044,823,0,20.52942377,3,Inle,96.90095529,2021-04-12
681,105,89,322,378,274,605,771,833,762,598,0,20.60973315,3,Inle,96.9101181,2021-04-12
682,104,84,271,329,263,557,661,743,659,490,0,20.60694838,2,Inle,96.90939945,2021-04-12
683,223,115,379,544,395,600,697,750,1302,555,0,20.55987665,2,Inle,96.9052672,2021-04-12
684,116,79,303,377,324,573,667,715,846,557,0,20.54828839,2,Inle,96.90823164,2021-04-12
685,328,179,336,550,357,739,1047,1240,1350,1192,0,20.52843562,2,Inle,96.90059596,2021-04-12
686,2362,1179,447,902,570,1387,3233,3652,3672,3910,1,20.6223994,1,Inle,96.91883176,2021-04-12
687,3113,2463,663,868,1122,1362,1541,1724,1756,1942,1,20.58916173,1,Inle,96.87418549,2021-04-12
688,1035,489,386,595,378,930,2207,2861,2386,3000,1,20.52178809,1,Inle,96.90050613,2021-04-12
689,1019,881,1104,1136,1050,1076,1034,1003,1036,1003,0,-25.73623882,2,Hartbeespoort,27.86641385,2020-01-05
690,1229,1087,1260,1328,1288,1331,1282,1261,1274,1260,0,-25.74468298,2,Hartbeespoort,27.86048497,2020-01-05
691,952,836,1056,1082,1090,1043,955,982,1023,949,0,-25.74755759,2,Hartbeespoort,27.85141198,2020-01-05
692,752,640,979,991,890,848,729,728,860,658,0,-25.7569899,2,Hartbeespoort,27.82122859,2020-01-05
693,759,661,849,884,814,834,762,755,777,745,0,-25.75761872,2,Hartbeespoort,27.8622816,2020-01-05
694,893,781,976,1020,950,994,905,926,924,874,0,-25.75977468,2,Hartbeespoort,27.83605079,2020-01-05
695,844,660,582,681,623,818,906,959,1062,951,0,-25.73516084,3,Hartbeespoort,27.85590356,2020-01-05
696,1053,631,241,410,388,724,1321,1538,2014,1728,0,-25.75636108,3,Hartbeespoort,27.86515621,2020-01-05
697,1636,916,187,362,311,829,2055,2813,2756,2952,0,-25.76103232,3,Hartbeespoort,27.8389254,2020-01-05
698,1083,646,253,397,358,740,1252,1430,1626,1719,0,-25.76166114,3,Hartbeespoort,27.80739454,2020-01-05
699,1797,1059,198,369,366,827,1751,2065,2378,2572,0,-25.76318828,3,Hartbeespoort,27.82464219,2020-01-05
700,1895,1082,193,405,389,853,1793,2262,2586,2706,0,-25.76327811,3,Hartbeespoort,27.82607949,2020-01-05
701,201,125,188,312,163,239,644,568,1296,602,0,-25.7584272,3,Hartbeespoort,27.80838268,2020-01-05
702,600,214,156,380,144,468,1926,2464,4272,2386,0,-25.75977468,3,Hartbeespoort,27.78942823,2020-01-05
703,386,192,216,395,237,423,994,1285,1836,926,0,-25.76067299,3,Hartbeespoort,27.78960789,2020-01-05
704,521,263,206,464,203,471,1376,1787,3270,1833,1,-25.76282895,1,Hartbeespoort,27.79266216,2020-01-05
705,381,238,109,258,143,304,908,909,1688,855,0,-25.74998304,3,Hartbeespoort,27.87970892,2020-01-05
706,586,368,196,419,223,643,1156,1861,2994,1515,0,-25.7618408,3,Hartbeespoort,27.89201584,2020-01-05
707,472,369,339,361,272,445,444,513,314,442,0,-25.75788821,3,Hartbeespoort,27.81440139,2020-01-05
708,1550,681,166,390,211,658,2798,3511,3488,3765,1,-25.72833364,1,Hartbeespoort,27.858868,2020-01-05
709,1332,704,198,369,263,705,1998,2262,2294,2614,1,-25.74405416,1,Hartbeespoort,27.84494411,2020-01-05
710,1829,935,262,588,356,937,2789,3431,3704,3561,1,-25.74683894,1,Hartbeespoort,27.82284556,2020-01-05
711,1612,937,313,546,499,827,2126,2548,2414,2757,1,-25.75483394,1,Hartbeespoort,27.80721487,2020-01-05
712,56,42,124,213,107,161,84,94,86,73,0,-25.73381337,2,Hartbeespoort,27.86461722,2020-01-27
713,72,45,140,246,134,235,164,145,123,117,0,-25.74737793,2,Hartbeespoort,27.84727973,2020-01-27
714,74,44,115,168,93,137,114,115,85,111,0,-25.752139,2,Hartbeespoort,27.83982372,2020-01-27
715,139,100,127,199,130,220,153,206,187,230,0,-25.75222883,2,Hartbeespoort,27.83039141,2020-01-27
716,88,62,113,190,104,147,89,109,93,84,0,-25.75860687,2,Hartbeespoort,27.80559791,2020-01-27
717,48,46,157,263,159,199,101,98,85,57,0,-25.75887636,2,Hartbeespoort,27.86353924,2020-01-27
718,1606,985,327,576,550,1093,1832,2089,2136,2368,0,-25.74243719,3,Hartbeespoort,27.84979502,2020-01-27
719,684,410,253,375,321,633,934,1006,941,1172,0,-25.74971355,3,Hartbeespoort,27.84503395,2020-01-27
720,418,269,194,348,264,450,603,684,808,797,0,-25.75276782,3,Hartbeespoort,27.82527101,2020-01-27
721,174,122,138,224,166,250,331,306,351,297,0,-25.75501361,3,Hartbeespoort,27.83703894,2020-01-27
722,676,362,203,386,317,506,828,1018,1078,980,0,-25.7584272,3,Hartbeespoort,27.84215934,2020-01-27
723,377,197,173,386,194,363,761,890,1642,854,0,-25.76121198,3,Hartbeespoort,27.80451993,2020-01-27
724,198,138,231,430,263,359,407,485,1054,590,0,-25.73839477,3,Hartbeespoort,27.86794099,2020-01-27
725,291,184,261,509,338,489,725,958,1310,846,0,-25.74899489,3,Hartbeespoort,27.86021547,2020-01-27
726,198,85,599,953,462,1038,1531,1439,1878,1269,0,-25.75088136,4,Hartbeespoort,27.85177131,2020-01-27
727,185,110,196,322,239,261,354,267,857,349,0,-25.75366613,3,Hartbeespoort,27.83667961,2020-01-27
728,345,218,242,439,349,374,674,504,1782,680,0,-25.75537293,3,Hartbeespoort,27.8340745,2020-01-27
729,76,58,120,186,125,153,147,158,338,187,0,-25.75941535,3,Hartbeespoort,27.83685928,2020-01-27
730,3663,2997,1716,2242,2796,2782,3121,3437,3388,3464,1,-25.72294375,1,Hartbeespoort,27.84647125,2020-01-27
731,2245,1083,289,688,300,1167,3760,4362,4584,4815,1,-25.73920326,1,Hartbeespoort,27.84701024,2020-01-27
732,931,499,201,506,289,673,1760,1980,2424,2137,1,-25.76121198,1,Hartbeespoort,27.79697408,2020-01-27
733,1798,856,307,588,378,878,2761,3074,3072,3425,1,-25.76444592,1,Hartbeespoort,27.81952179,2020-01-27
734,2221,1198,417,788,642,1246,2551,2860,2818,3061,1,-25.76570356,1,Hartbeespoort,27.83137955,2020-01-27
735,37,37,201,313,166,254,106,113,107,69,0,-25.73435235,2,Hartbeespoort,27.85823918,2020-03-05
736,37,32,202,312,161,269,121,102,83,77,0,-25.7484559,2,Hartbeespoort,27.84620176,2020-03-05
737,94,48,246,473,209,523,511,491,435,402,0,-25.74998304,2,Hartbeespoort,27.84260849,2020-03-05
738,189,105,232,456,221,450,388,346,351,321,0,-25.75339664,2,Hartbeespoort,27.81763533,2020-03-05
739,36,26,191,285,149,210,112,101,81,73,0,-25.7538458,2,Hartbeespoort,27.85644255,2020-03-05
740,138,74,230,405,201,450,431,388,260,369,0,-25.75582209,2,Hartbeespoort,27.83209821,2020-03-05
741,577,331,339,629,325,812,1445,1426,1340,1564,0,-25.72941162,3,Hartbeespoort,27.85626289,2020-03-05
742,364,206,317,607,287,868,1142,1079,873,1116,0,-25.74719826,3,Hartbeespoort,27.8406322,2020-03-05
743,843,404,515,1007,550,1438,2459,2758,2820,2597,0,-25.74800675,3,Hartbeespoort,27.8409017,2020-03-05
744,797,388,347,601,309,1011,2019,1951,1476,2162,0,-25.752139,3,Hartbeespoort,27.82392354,2020-03-05
745,565,294,477,813,413,1058,1466,1469,1642,1537,0,-25.75321698,3,Hartbeespoort,27.84126102,2020-03-05
746,357,176,400,705,392,785,1080,1088,1332,1018,0,-25.75420512,3,Hartbeespoort,27.83030158,2020-03-05
747,233,145,306,577,294,434,681,660,1500,665,0,-25.73839477,3,Hartbeespoort,27.8705461,2020-03-05
748,778,380,607,1180,578,1805,3615,3687,4048,3729,0,-25.74719826,3,Hartbeespoort,27.84108136,2020-03-05
749,681,330,554,1080,552,1418,2585,2690,3072,2565,0,-25.74881523,3,Hartbeespoort,27.84108136,2020-03-05
750,481,247,480,927,481,972,1532,1591,2486,1557,0,-25.75133051,3,Hartbeespoort,27.84180001,2020-03-05
751,504,235,558,1036,538,1044,1629,1721,2456,1563,0,-25.75411529,3,Hartbeespoort,27.83075073,2020-03-05
752,282,126,375,797,285,1325,1889,1864,1620,1432,0,-25.75474411,4,Hartbeespoort,27.80955049,2020-03-05
753,1441,833,262,522,325,758,2144,2433,2784,2618,1,-25.72581836,1,Hartbeespoort,27.84359664,2020-03-05
754,3122,1584,546,1106,755,1642,3900,4562,4612,4867,1,-25.74836607,1,Hartbeespoort,27.82491168,2020-03-05
755,1649,985,297,494,459,884,1823,2083,2136,2253,1,-25.75079152,1,Hartbeespoort,27.80999965,2020-03-05
756,1024,521,405,764,436,1281,2642,2963,3462,2879,1,-25.75564243,1,Hartbeespoort,27.84314748,2020-03-05
757,1953,1550,270,472,479,1550,2257,2445,2282,2447,1,-25.76175097,1,Hartbeespoort,27.85608322,2020-03-05
758,64,25,201,336,158,268,216,208,177,166,0,-25.73812528,2,Hartbeespoort,27.86075446,2020-03-27
759,104,68,211,419,213,398,313,339,282,252,0,-25.74082022,2,Hartbeespoort,27.86982745,2020-03-27
760,58,55,146,212,116,103,64,65,44,40,0,-25.74638978,2,Hartbeespoort,27.84251866,2020-03-27
761,39,26,207,373,179,330,185,216,143,134,0,-25.75474411,2,Hartbeespoort,27.86443756,2020-03-27
762,37,41,111,126,80,73,31,22,12,13,0,-25.75806788,2,Hartbeespoort,27.81458106,2020-03-27
763,317,145,161,242,150,309,591,489,174,273,0,-25.76166114,2,Hartbeespoort,27.84126102,2020-03-27
764,1745,900,518,1028,634,1772,3360,3758,3824,4175,0,-25.72716583,4,Hartbeespoort,27.84925603,2020-03-27
765,881,474,461,1020,490,1838,2908,3412,3168,3472,0,-25.72914213,3,Hartbeespoort,27.8537476,2020-03-27
766,1307,693,526,1102,552,2048,3633,3883,3564,4145,0,-25.73084893,4,Hartbeespoort,27.86138328,2020-03-27
