,S2_img_id,S2_time,cloud_perc,date,location,S1_img_id,S1_time
31,COPERNICUS/S2_SR_HARMONIZED/20210905T155901_20210905T160747_T17RMN,1630858515254,5.760585,2021-09-05,Rodman,,
32,COPERNICUS/S2_SR_HARMONIZED/20211030T160409_20211030T160802_T17RMN,1635610515908,0.17909,2021-10-30,Rodman,,
33,COPERNICUS/S2_SR_HARMONIZED/20211114T160531_20211114T161129_T17RMN,1636906515896,0.291472,2021-11-14,Rodman,,
34,COPERNICUS/S2_SR_HARMONIZED/20211129T160619_20211129T161236_T17RMN,1638202510152,0.004768,2021-11-29,Rodman,,
35,COPERNICUS/S2_SR_HARMONIZED/20211224T160701_20211224T161430_T17RMN,1640362515981,0.603784,2021-12-24,Rodman,,
36,COPERNICUS/S2_SR_HARMONIZED/20211229T160649_20211229T161342_T17RMN,1640794510359,0.012588,2021-12-29,Rodman,,
37,COPERNICUS/S2_SR_HARMONIZED/20220118T160559_20220118T161203_T17RMN,1642522510002,1.473608,2022-01-18,Rodman,,
38,COPERNICUS/S2_SR_HARMONIZED/20220222T160251_20220222T160752_T17RMN,1645546516842,1.555429,2022-02-22,Rodman,,
39,COPERNICUS/S2_SR_HARMONIZED/20220304T160151_20220304T161444_T17RMN,1646410518389,0.005474,2022-03-04,Rodman,,
40,COPERNICUS/S2_SR_HARMONIZED/20220329T155819_20220329T161449_T17RMN,1648570511451,0.007492,2022-03-29,Rodman,,
41,COPERNICUS/S2_SR_HARMONIZED/20220403T155821_20220403T161501_T17RMN,1649002516278,0.067292,2022-04-03,Rodman,,
42,COPERNICUS/S2_SR_HARMONIZED/20220408T155819_20220408T160306_T17RMN,1649434511443,0.017853,2022-04-08,Rodman,,
43,COPERNICUS/S2_SR_HARMONIZED/20220508T155819_20220508T160544_T17RMN,1652026511371,8.902486,2022-05-08,Rodman,,
44,COPERNICUS/S2_SR_HARMONIZED/20221005T160119_20221005T161213_T17RMN,1664986512239,1.822644,2022-10-05,Rodman,,
45,COPERNICUS/S2_SR_HARMONIZED/20221015T160229_20221015T160302_T17RMN,1665850513814,9.278941,2022-10-15,Rodman,,
46,COPERNICUS/S2_SR_HARMONIZED/20221025T160339_20221025T160825_T17RMN,1666714513868,0.283919,2022-10-25,Rodman,,
47,COPERNICUS/S2_SR_HARMONIZED/20221129T160621_20221129T160726_T17RMN,1669738514607,0.028273,2022-11-29,Rodman,,
48,COPERNICUS/S2_SR_HARMONIZED/20221209T160651_20221209T160831_T17RMN,1670602515089,0.359345,2022-12-09,Rodman,,
49,COPERNICUS/S2_SR_HARMONIZED/20221219T160701_20221219T160927_T17RMN,1671466513242,6.567699,2022-12-19,Rodman,,
50,COPERNICUS/S2_SR_HARMONIZED/20221224T160659_20221224T160657_T17RMN,1671898513903,3.305238,2022-12-24,Rodman,,
51,COPERNICUS/S2_SR_HARMONIZED/20230108T160641_20230108T160811_T17RMN,1673194513226,1.398595,2023-01-08,Rodman,,
52,COPERNICUS/S2_SR_HARMONIZED/20230217T160311_20230217T160933_T17RMN,1676650511278,3.248271,2023-02-17,Rodman,,
53,COPERNICUS/S2_SR_HARMONIZED/20230309T160101_20230309T161334_T17RMN,1678378509266,6.621862,2023-03-09,Rodman,,
54,COPERNICUS/S2_SR_HARMONIZED/20230314T155939_20230314T161314_T17RMN,1678810518903,0.056682,2023-03-14,Rodman,,
55,COPERNICUS/S2_SR_HARMONIZED/20230324T155919_20230324T160523_T17RMN,1679674516987,0.015405,2023-03-24,Rodman,,
56,COPERNICUS/S2_SR_HARMONIZED/20230418T155821_20230418T160614_T17RMN,1681834513620,0.189518,2023-04-18,Rodman,,
57,COPERNICUS/S2_SR_HARMONIZED/20230503T155829_20230503T161122_T17RMN,1683130517118,0.103828,2023-05-03,Rodman,,
58,COPERNICUS/S2_SR_HARMONIZED/20230508T155901_20230508T161106_T17RMN,1683562514411,9.368559,2023-05-08,Rodman,,
59,COPERNICUS/S2_SR_HARMONIZED/20230528T155911_20230528T160857_T17RMN,1685290518331,1.292939,2023-05-28,Rodman,,
60,COPERNICUS/S2_SR_HARMONIZED/20230821T155829_20230821T161021_T17RMN,1692634519360,9.329495,2023-08-21,Rodman,,
61,COPERNICUS/S2_SR_HARMONIZED/20231015T160231_20231015T161427_T17RMN,1697386513364,0.117229,2023-10-15,Rodman,,
62,COPERNICUS/S2_SR_HARMONIZED/20231020T160209_20231020T160330_T17RMN,1697818516592,1.589879,2023-10-20,Rodman,,
63,COPERNICUS/S2_SR_HARMONIZED/20231030T160409_20231030T160858_T17RMN,1698682516814,5.282119,2023-10-30,Rodman,,
64,COPERNICUS/S2_SR_HARMONIZED/20231119T160549_20231119T161140_T17RMN,1700410511978,0.041652,2023-11-19,Rodman,,
65,COPERNICUS/S2_SR_HARMONIZED/20231129T160619_20231129T161314_T17RMN,1701274511453,0.046612,2023-11-29,Rodman,,
66,COPERNICUS/S2_SR_HARMONIZED/20231209T160649_20231209T160842_T17RMN,1702138510948,4.42823,2023-12-09,Rodman,,
67,COPERNICUS/S2_SR_HARMONIZED/20231219T160659_20231219T160915_T17RMN,1703002515032,2.790502,2023-12-19,Rodman,,
68,COPERNICUS/S2_SR_HARMONIZED/20240207T160429_20240207T160541_T17RMN,1707322514195,2.174538,2024-02-07,Rodman,,
69,COPERNICUS/S2_SR_HARMONIZED/20240227T160129_20240227T161329_T17RMN,1709050513392,9.638296,2024-02-27,Rodman,,
70,COPERNICUS/S2_SR_HARMONIZED/20240407T155819_20240407T160426_T17RMN,1712506513593,0.438214,2024-04-07,Rodman,,
71,COPERNICUS/S2_SR_HARMONIZED/20240412T155901_20240412T161409_T17RMN,1712938516063,6.500672,2024-04-12,Rodman,,
72,COPERNICUS/S2_SR_HARMONIZED/20240527T155819_20240527T161150_T17RMN,1716826514481,2.638389,2024-05-27,Rodman,,
73,COPERNICUS/S2_SR_HARMONIZED/20241014T160129_20241014T160939_T17RMN,1728922514064,0.004628,2024-10-14,Rodman,,
