test_region,val_region,run_ID,patch_size,loop,epoch,train_loss,val_loss,val_accuracy,val_f1,val_precision,val_recall,val_auroc,train_accuracy,train_f1,train_precision,train_recall,train_auroc,AWEIp95,best_epoch
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,1,0.3416666321465657,0.9339201802371414,0.6723800301551819,0.7489681243896484,0.6074254512786865,0.976516604423523,0.8040347695350647,0.8543128371238708,0.8514184951782227,0.8641490340232849,0.8390575647354126,0.9291943311691284,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,2,0.2515531768643359,0.4268669867842484,0.8330068588256836,0.828384518623352,0.8528497219085693,0.805283784866333,0.8913050293922424,0.9057366847991944,0.9051021933555604,0.9066089391708374,0.9036004543304444,0.9618639945983888,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,3,0.2213676419132168,0.527313623646681,0.7492654323577881,0.710734486579895,0.8409090638160706,0.6154598593711853,0.8499894738197327,0.9201815724372864,0.9198508262634276,0.9190129041671752,0.9206902384757996,0.9695988893508912,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,4,0.1957383383838809,0.697392508548107,0.7389813661575317,0.6775559782981873,0.8874801993370056,0.5479452013969421,0.8568099737167358,0.9304168224334716,0.9300937056541444,0.9297082424163818,0.9304795265197754,0.975728452205658,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,5,0.1907095200959877,0.3523918083202126,0.887855052947998,0.8958617448806763,0.8368734121322632,0.9637964963912964,0.9562584161758424,0.933140754699707,0.9329692125320436,0.930658757686615,0.9352911710739136,0.976510226726532,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,6,0.1604642773229279,0.343335580989266,0.8741430044174194,0.8789448738098145,0.8474114537239075,0.912915825843811,0.9203484654426576,0.942302942276001,0.9422075152397156,0.9390243887901306,0.9454123377799988,0.9837907552719116,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,7,0.1555372732037657,0.3543465043783888,0.8785504698753357,0.8832391500473022,0.8511796593666077,0.91780823469162,0.937280774116516,0.945769727230072,0.9457069635391236,0.9420480728149414,0.9493944048881532,0.9842298030853271,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,8,0.1555998526153808,0.4454118352562159,0.8232125639915466,0.8204873204231262,0.8341759443283081,0.8072407245635986,0.9091362357139589,0.9450268149375916,0.94514000415802,0.9384917616844176,0.9518831968307496,0.983786940574646,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,9,0.1647889820156981,0.5148659570910672,0.8442703485488892,0.8465250730514526,0.8352380990982056,0.8581213355064392,0.8680068254470825,0.9437887072563172,0.9436771273612976,0.9407981634140016,0.9465737342834472,0.9820771217346193,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,10,0.1530862524422839,0.6738970301585613,0.8197845220565796,0.8247619271278381,0.8033395409584045,0.8473581075668335,0.8652310371398926,0.9453570246696472,0.9452621340751648,0.942146062850952,0.9483988881111144,0.9843817949295044,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,11,0.1395456086073933,0.3209180134867594,0.8790401816368103,0.8819875717163086,0.8618113994598389,0.9031311273574828,0.9472411274909972,0.9508873224258424,0.9509116411209106,0.945684254169464,0.9561971426010132,0.9870390892028807,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,12,0.1358486983090258,0.3572488632363274,0.8986287713050842,0.904033362865448,0.8590308427810669,0.9540117383003236,0.9365968704223632,0.9513000249862672,0.9512315988540648,0.9477845430374146,0.9547038078308104,0.9876244068145752,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,13,0.1352508230210949,0.4943485062689786,0.7615083456039429,0.804496169090271,0.6820966601371765,0.980430543422699,0.9197622537612916,0.9524556398391724,0.9524438381195068,0.9479047060012816,0.9570267200469972,0.9877930283546448,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,14,0.1315841375576087,0.3006621422893737,0.9020568132400512,0.9060150384902954,0.8716093897819519,0.9432485103607178,0.9473667740821838,0.9535287022590636,0.9534672498703004,0.9499341249465942,0.9570267200469972,0.9882414937019348,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,15,0.1325281389774097,0.3255515538747117,0.9030362367630004,0.9090073704719543,0.8570190668106079,0.9677103757858276,0.950329065322876,0.9551795125007628,0.9551351070404052,0.9512837529182434,0.9590177536010742,0.9883747696876526,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,16,0.1218242588758567,0.3088905807515199,0.8863859176635742,0.8899430632591248,0.8637200593948364,0.91780823469162,0.9474329948425292,0.9560874700546264,0.956025779247284,0.952561378479004,0.9595155119895936,0.9904451966285706,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,17,0.1185464508690053,0.3692306882020425,0.8638589382171631,0.8682464361190796,0.841911792755127,0.8962817788124084,0.927346408367157,0.9579034447669984,0.9578233361244202,0.9548227787017822,0.9608428478240968,0.990847110748291,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,18,0.1158223775743183,0.4118472081440319,0.8476983308792114,0.8488089442253113,0.843478262424469,0.854207456111908,0.9180470705032348,0.9597193598747252,0.959636092185974,0.9567870497703552,0.9625020623207092,0.9909817576408386,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,19,0.1180091896668242,0.3198917800018766,0.868756115436554,0.8701550364494324,0.8618042469024658,0.878669261932373,0.9428571462631226,0.9568303823471068,0.9567303657531738,0.9541254043579102,0.9593495726585388,0.9904515743255616,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,20,0.1222242926652157,0.3506752494850308,0.8707149624824524,0.8734419941902161,0.856203019618988,0.8913894295692444,0.9414988160133362,0.9561700224876404,0.9560175538063048,0.9545153975486756,0.9575244784355164,0.990215301513672,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,21,0.1130344240320058,0.3633871436352594,0.8550440669059753,0.8544739484786987,0.8586956262588501,0.8502935171127319,0.9354121088981628,0.9612876772880554,0.9611851572990416,0.9588837623596193,0.9634975790977478,0.9912462830543518,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,22,0.108167494179737,0.3440422780600164,0.86141037940979,0.8617488741874695,0.8604878187179565,0.8630136847496033,0.93859601020813,0.962113082408905,0.962050437927246,0.9588002562522888,0.965322732925415,0.9922593832015992,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,23,0.1089392662564929,0.4230825102994771,0.8388834595680237,0.8359102010726929,0.8524923920631409,0.8199608325958252,0.9210065007209778,0.961782932281494,0.9617007374763488,0.9589244723320008,0.9644930958747864,0.992008626461029,False,14.0
Hartbeespoort,Rodman,T-Har_V-Rod_15px_2026-07-21,15,inner,24,0.1039447887957071,0.3459761878886022,0.8682664036750793,0.8688444495201111,0.8658891916275024,0.8718199729919434,0.9373685717582704,0.9630210399627686,0.962920069694519,0.960693657398224,0.9651567935943604,0.9928349256515504,False,14.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,1,0.3399245474781929,0.4629733264446258,0.8214285969734192,0.7937569618225098,0.9001263976097107,0.7098703980445862,0.8802502751350403,0.8570128083229065,0.8566213250160217,0.8594738841056824,0.8537876009941101,0.9297555088996888,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,2,0.2478035971528496,0.3706899877910908,0.8479729890823364,0.8396946787834167,0.8575883507728577,0.8225324153900146,0.9171550273895264,0.9056681990623474,0.9061110019683838,0.9023950099945068,0.9098577499389648,0.9631444215774536,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,3,0.2097573606150181,0.537455667284925,0.7466216087341309,0.6733043193817139,0.8956953883171082,0.5393818616867065,0.8886008262634277,0.9233760833740234,0.9240236282348632,0.9168023467063904,0.931359589099884,0.9731295108795166,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,4,0.1964777505022955,0.4394468341785048,0.7953668236732483,0.7502944469451904,0.9165467619895936,0.6350947022438049,0.9289736151695251,0.9320645332336426,0.9325556755065918,0.9263913631439208,0.9388025403022766,0.975419282913208,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,5,0.1914712490365186,0.5761020223836641,0.6920849680900574,0.5513361692428589,0.9355608820915222,0.3908275067806244,0.9376967549324036,0.9320645332336426,0.9323555827140808,0.9289115071296692,0.9358253479003906,0.9770404100418092,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,6,0.1592581836223898,0.4665662969631578,0.7987451553344727,0.7599309086799622,0.8991825580596924,0.6580259203910828,0.9029338359832764,0.9439801573753356,0.9443119168281556,0.9392898082733154,0.949388027191162,0.9837526082992554,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,7,0.1581062760032994,0.5102589869130992,0.7384169697761536,0.6466753482818604,0.9340866208076476,0.4945164620876312,0.9437655210494996,0.9462970495224,0.9467727541923524,0.9389946460723876,0.9546808004379272,0.9836130738258362,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,8,0.143062597678733,0.3174652400854471,0.8711389899253845,0.8620154857635498,0.8948497772216797,0.8315054774284363,0.9511064291000366,0.9501861929893494,0.950590968132019,0.9434669017791748,0.9578233361244202,0.9866188168525696,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,9,0.1414623006407663,0.4676686024803912,0.8185328245162964,0.8167641162872314,0.7988560795783997,0.8354935050010681,0.869648277759552,0.9525030851364136,0.952896773815155,0.9456025958061218,0.960304319858551,0.9868289232254028,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,10,0.1430579112502825,0.6399529365873015,0.6751930713653564,0.5147801041603088,0.9296875,0.355932205915451,0.9333309531211852,0.9505171775817872,0.9508627653121948,0.9448072910308838,0.9569963812828064,0.9866307377815248,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,11,0.1213932157487577,0.7582836339832733,0.6694015264511108,0.5103645324707031,0.9015151262283324,0.355932205915451,0.9023247957229614,0.9573851823806764,0.9577834010124208,0.9494555592536926,0.966258704662323,0.9902302026748656,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,12,0.1202044414663837,0.4362761495656488,0.7905405163764954,0.7398081421852112,0.927819550037384,0.6151545643806458,0.939626395702362,0.958212673664093,0.958473801612854,0.9530662298202516,0.9639431238174438,0.990389347076416,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,13,0.1207041626023171,0.4770050442932195,0.6954632997512817,0.565726101398468,0.9133333563804626,0.4097706973552704,0.9351524710655212,0.9579644203186036,0.9581823945045472,0.9537856578826904,0.9626199007034302,0.9903951287269592,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,14,0.1159048224610142,0.6468530704040785,0.6394787430763245,0.4345192909240722,0.902515709400177,0.286141574382782,0.923534333705902,0.959040105342865,0.9593629240989684,0.952404260635376,0.9664241075515748,0.9910719394683838,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,15,0.12042946944219,0.4639323234097838,0.7789575457572937,0.7217497229576111,0.923794686794281,0.5922233462333679,0.9369235634803772,0.9577988982200624,0.9579970240592957,0.9540682435035706,0.961958348751068,0.9903671741485596,False,8.0
Hartbeespoort,Mula,T-Har_V-Mul_15px_2026-07-21,15,inner,16,0.1019438814986797,0.5103652759178264,0.7388995885848999,0.6507424116134644,0.9230769276618958,0.5024925470352173,0.9230931997299194,0.962763786315918,0.9629629850387572,0.9583879709243774,0.967581868171692,0.9932456612586976,False,8.0
